Date,High,Low,Open,Close,Volume
2007-01-02,36389.30016588185,35275.341997538526,35729.17680686359,36141.75390625,321886.0
2007-01-03,37338.21772984096,36389.29064941406,36430.54834856306,36966.8984375,846614.0
2007-01-04,37296.96408166109,36554.32541631829,36843.12934172938,37008.16015625,497920.0
2007-01-05,37131.93337625278,36306.779301224946,37008.16026499861,37049.41796875,331900.0
2007-01-08,37131.932496488764,36183.00533268961,37090.67479371489,36719.35546875,203696.0
2007-01-09,36678.09962507176,35852.94552776981,36595.58421534156,35935.4609375,219736.0
2007-01-10,36554.331827983595,35729.177610647625,35935.46616498162,36471.81640625,208356.0
2007-01-11,36719.35905791995,36100.49345582018,36265.52428304678,36595.5859375,439629.0
2007-01-12,37420.7421875,36554.33029561742,36884.39196871555,37420.7421875,507015.0
2007-01-15,37461.9921875,37090.67288167676,37379.476786205945,37461.9921875,275151.0
2007-01-16,38287.14361413044,37461.98965692935,37461.98965692935,37957.08203125,569450.0
2007-01-17,38493.43325352822,37461.99077620968,37957.083165322576,38369.66015625,399053.0
2007-01-18,38287.14908129176,36306.779301224946,38163.37597003758,37049.41796875,880442.0
2007-01-19,37090.677663352275,35481.627130681816,36471.812073863635,36306.78125,408736.0
2007-01-22,37296.96875,35399.114145464606,36554.32999170354,37296.96875,179309.0
2007-01-23,36719.35721982759,35522.88378232758,36224.26476293103,35894.203125,199916.0
2007-01-24,36265.52136627907,35440.36729651163,35811.68662790698,35481.625,351067.0
2007-01-25,36513.072141437864,34821.50608742775,35935.46422055636,35687.91796875,451210.0
2007-01-26,35770.4372016059,35234.08693214699,35399.117784288195,35646.6640625,158209.0
2007-01-29,35976.71744186046,34904.01715116279,35770.42892441861,35481.625,208167.0
2007-01-30,36017.9765625,35069.04934493127,35069.04934493127,36017.9765625,192837.0
2007-01-31,36719.35809367881,35687.915450597946,36224.265625,36224.265625,323690.0
2007-02-01,37049.41796875,36430.55241247912,36843.12944999304,37049.41796875,287840.0
2007-02-02,37296.96430061179,36719.35644639878,37049.41807737764,37090.67578125,313996.0
2007-02-05,37214.45683159722,36513.07571614584,36554.333428819446,37131.94140625,264870.0
2007-02-06,37544.51853298611,36760.6219921875,37131.94140625,37131.94140625,219274.0
2007-02-07,37627.03456125828,36801.88029456402,37131.942001241725,37379.48828125,257933.0
2007-02-08,37585.76528944108,36760.611276500546,37338.21908555892,37461.9921875,256592.0
2007-02-09,37131.932496488764,36389.29384655899,36966.901685393255,36719.35546875,216433.0
2007-02-12,36678.09375,35687.908991844764,36348.03216394826,36678.09375,286296.0
2007-02-13,36719.35809367881,36100.49250783029,36595.58497650911,36224.265625,232700.0
2007-02-14,37957.08527078775,36389.292618298685,36389.292618298685,37709.5390625,420938.0
2007-02-15,38369.66307003257,37627.02442996742,38122.11685667752,37998.34375,452556.0
2007-02-16,38369.66160173458,37049.41518102973,38369.66160173458,37461.9921875,254639.0
2007-02-20,38039.611085069446,36801.879704861116,38039.611085069446,37131.94140625,222656.0
2007-02-21,36884.388916571756,35811.688567767655,36801.87350512528,36224.265625,393024.0
2007-02-22,37131.94140625,36224.271727430554,36306.78715277778,37131.94140625,335041.0
2007-02-23,37338.220562041475,36348.03570735751,36884.38583697799,36554.32421875,273233.0
2007-02-26,37338.2263548588,35852.948842400336,36389.29905523256,37255.7109375,231746.0
2007-02-27,37296.965086206896,35894.203125,37255.707381465516,35894.203125,290901.0
2007-02-28,36306.77973441109,34285.15222647229,34491.44074769053,35729.171875,429821.0
2007-03-05,35852.945448328835,34367.668076476315,35275.3375814973,34408.92578125,244824.0
2007-03-06,35481.62434133489,34408.924070550354,34408.924070550354,35234.078125,218765.0
