Date,High,Low,Open,Close,Volume
2007-01-02,11725.732357011071,11553.29511646679,11553.29511646679,11682.623046875,503345.0
2007-01-03,11811.951902488427,11510.186707899305,11725.733275462964,11639.5146484375,645275.0
2007-01-04,11596.404031544811,11251.529562205189,11510.185414209906,11423.966796875,1107500.0
2007-01-05,11510.187017374517,11079.09387065637,11423.968388030888,11165.3125,1323873.0
2007-01-08,11165.31212944664,10906.65625,11079.093502964426,10906.65625,621533.0
2007-01-09,10734.21836419753,10260.015946502057,10691.109053497943,10475.5625,8274933.0
2007-01-10,10647.999807889344,10475.562564036885,10604.89049692623,10518.671875,2264388.0
2007-01-11,10604.890432098766,10432.453189300411,10432.453189300411,10475.5625,1181760.0
2007-01-12,10647.999807889344,10432.45325307377,10518.671875,10518.671875,1856798.0
2007-01-15,10691.109183673469,10518.67193877551,10561.78125,10561.78125,891290.0
2007-01-16,10691.108331224696,10518.671100075911,10561.780407863107,10647.9990234375,804029.0
2007-01-17,10734.21849489796,10432.45331632653,10734.21849489796,10561.78125,762398.0
2007-01-18,10604.890561224489,10432.45331632653,10475.56262755102,10561.78125,549273.0
2007-01-19,10432.45150717543,9915.139862191523,10389.342203426771,10044.4677734375,2417025.0
2007-01-22,10001.35896017699,9570.265901548673,9915.140348451328,9742.703125,2004041.0
2007-01-23,9656.486266816144,9440.939698360426,9570.267639433856,9613.376953125,1684743.0
2007-01-24,10001.361149017466,9613.377311340066,9613.377311340066,9872.033203125,1396700.0
2007-01-25,10173.795756543803,9958.249236278045,10044.467844384348,10087.5771484375,810899.0
2007-01-26,10216.906117021277,9828.922340425532,9872.03164893617,10130.6875,751643.0
2007-01-29,10087.578649848569,9613.376234684747,10044.469339379131,9785.8134765625,1644859.0
2007-01-30,10130.686452490652,9828.92132411859,9915.139932224893,10087.5771484375,1205390.0
2007-01-31,10216.906910863416,9872.03241598195,10130.68828714305,10001.3603515625,677561.0
2007-02-01,10303.126418138587,9872.033262567935,10001.36120923913,9915.142578125,1177775.0
2007-02-02,10518.671745867769,10087.578641528926,10260.015883264463,10432.453125,1131096.0
2007-02-05,10518.670691779047,10216.905548982106,10475.561385665198,10389.3427734375,1084192.0
2007-02-06,10432.4539176909,10173.798035434102,10432.4539176909,10303.1259765625,832068.0
2007-02-07,10518.671875,10216.906698258197,10303.125320184427,10518.671875,1054534.0
2007-02-08,10647.999807889344,10475.562564036885,10561.781185963115,10518.671875,1405024.0
2007-02-09,10820.437182418698,10561.78131351626,10647.99993648374,10604.890625,802692.0
2007-02-12,10777.327998991936,10432.453503024193,10691.109375,10691.109375,2748174.0
2007-02-13,10949.765563241106,10648.00037055336,10777.32831027668,10906.65625,1109500.0
2007-02-14,11553.294789708647,11079.09239162359,11079.09239162359,11467.076171875,3419980.0
2007-02-15,11725.73359073359,11122.203185328184,11682.624276061775,11165.3125,2129911.0
2007-02-16,11251.530944824219,10949.765747070312,11208.421630859375,11035.984375,1475401.0
2007-02-20,11467.076105542452,11122.20163620283,11208.420253537735,11423.966796875,1617577.0
2007-02-21,11725.730177238805,11208.418551772387,11682.620875116605,11553.29296875,1733027.0
2007-02-22,11423.967583343274,11208.421025166985,11423.967583343274,11294.6396484375,1658414.0
2007-02-23,11337.748701701794,11079.092837784641,11251.530080396076,11122.2021484375,1119801.0
2007-02-26,11122.20275297619,10820.437562003968,11122.20275297619,10863.546875,1095620.0
2007-02-27,10949.7663671875,10648.00115234375,10777.3291015625,10777.3291015625,1283976.0
2007-02-28,10475.5625,10130.688014403291,10303.125257201646,10475.5625,2673914.0
2007-03-05,10820.439343310742,10561.783422753513,10604.892742846385,10734.220703125,1078198.0
2007-03-06,11251.530944824219,10820.437805175781,10863.547119140625,11035.984375,2098139.0
2007-03-07,11165.31225490196,10906.65637254902,11079.09362745098,10992.875,895291.0
2007-03-08,11035.98406374502,10820.4375,10820.4375,10820.4375,1065800.0
2007-03-09,11079.093376494024,10648.000249003984,10906.656125498008,10820.4375,1144684.0
2007-03-12,10992.87568359375,10734.219785156249,10863.547734374999,10777.3291015625,904869.0
2007-03-13,10777.327998991936,10561.781439012097,10777.327998991936,10691.109375,1164800.0
2007-03-14,10561.781056301652,10346.234504132231,10432.453125,10432.453125,1234179.0
2007-03-15,10647.99993648374,10475.56269054878,10518.672002032521,10604.890625,771003.0
2007-03-16,10647.99987244898,10475.56262755102,10647.99987244898,10561.78125,404570.0
2007-03-19,10691.108331224696,10475.561792288714,10518.671100075911,10647.9990234375,1705649.0
2007-03-20,10691.109183673469,10432.45331632653,10647.99987244898,10561.78125,1081979.0
2007-03-21,10647.99993648374,10432.45337906504,10518.672002032521,10604.890625,841592.0
2007-03-22,10691.109118852459,10475.562564036885,10647.999807889344,10518.671875,790611.0
2007-03-23,10604.890561224489,10475.56262755102,10518.67193877551,10561.78125,509281.0
2007-03-26,10604.890561224489,10432.45331632653,10561.78125,10561.78125,803227.0
2007-03-27,10691.109118852459,10518.671875,10604.89049692623,10518.671875,788148.0
2007-03-28,10604.89049692623,10389.343942110656,10475.562564036885,10518.671875,805888.0
2007-03-29,10604.890625,10389.3440675813,10432.45337906504,10604.890625,760067.0
2007-03-30,11035.983267716536,10604.890171321358,10647.999480960876,10949.7646484375,2513312.0
2007-04-02,11984.385989972016,11208.418551772387,11337.746458138992,11553.29296875,9036878.0
2007-04-03,11768.839479361008,11294.637156016792,11725.730177238805,11553.29296875,3312116.0
2007-04-04,11639.514141519561,11294.6396484375,11639.514141519561,11294.6396484375,2226904.0
2007-04-05,11467.076830399905,11208.420962045018,11294.63958482998,11251.5302734375,1461235.0
2007-04-06,11294.640444015444,11035.984555984556,11208.421814671814,11165.3125,1348974.0
2007-04-09,11294.640321011673,11035.984435797665,11208.421692607004,11079.09375,1371196.0
2007-04-10,11294.640444015444,11079.09387065637,11122.203185328184,11165.3125,1118897.0
2007-04-11,11380.858271708015,11165.311713531728,11208.421025166985,11294.6396484375,1540467.0
2007-04-12,11380.857421875,11035.982954545454,11251.529496626421,11380.857421875,1664076.0
2007-04-13,11380.859134615384,11122.203245192308,11380.859134615384,11208.421875,1428004.0
2007-04-16,11251.529815914124,10906.655338797982,11251.529815914124,10949.7646484375,2849385.0
2007-04-17,11035.98406374502,10777.328187250996,10992.874750996016,10820.4375,1976500.0
2007-04-18,10906.657983496485,10648.002062939257,10777.330023217872,10734.220703125,2222799.0
2007-04-19,10734.21855945122,10561.78131351626,10734.21855945122,10604.890625,1603168.0
2007-04-20,10475.560884915865,9958.249236278045,10389.342276809562,10087.5771484375,7342723.0
2007-04-23,10303.125469257306,9828.923041801949,10303.125469257306,9958.2509765625,3884377.0
2007-04-24,9872.031899588448,9570.26673235212,9828.92258998326,9656.4853515625,3686125.0
2007-04-25,9699.595392400568,9484.048828125,9656.486079545455,9484.048828125,3117963.0
2007-04-26,9872.031966145832,9613.376106770833,9613.376106770833,9699.5947265625,4658846.0
2007-04-27,9742.704831784911,9484.048951295046,9699.595518369933,9570.267578125,2451557.0
2007-04-30,9742.704831784911,9570.267578125,9570.267578125,9570.267578125,1267462.0
2007-05-02,9785.81328037807,9484.048113141742,9613.37604195731,9656.4853515625,2257911.0
2007-05-03,9785.814207889574,9484.04901205157,9785.814207889574,9613.376953125,3092133.0
2007-05-04,9699.59466116769,9484.048113141742,9527.157422746932,9656.4853515625,2372791.0
2007-05-07,9915.141276041666,9570.266796875,9656.485416666666,9699.5947265625,2625192.0
2007-05-08,9742.70397077288,9570.26673235212,9699.59466116769,9656.4853515625,1455528.0
2007-05-09,9656.486204954956,9484.048951295046,9613.376891539978,9570.267578125,1918412.0
2007-05-10,9656.485152714931,9527.1572265625,9570.266535279978,9527.1572265625,1906702.0
2007-05-11,9656.4853515625,9484.048113141742,9527.157422746932,9656.4853515625,1793871.0
2007-05-14,10260.0162227236,9699.595168541218,9699.595168541218,10001.3603515625,4213547.0
2007-05-15,10303.125534583784,10001.3603515625,10087.578975282866,10001.3603515625,2156589.0
2007-05-16,10001.361149017466,9742.705257232532,10001.361149017466,9872.033203125,2343089.0
2007-05-17,9958.250718440253,9699.594855623624,9958.250718440253,9785.8134765625,1290479.0
2007-05-18,9785.813346354165,9656.485416666666,9785.813346354165,9699.5947265625,917414.0
2007-05-21,10303.123595929454,9785.811950945548,9785.811950945548,10044.4677734375,4503506.0
2007-05-22,10346.234243697478,9958.250459558823,10087.578387605041,10260.015625,3597027.0
2007-05-23,10303.12493434874,10087.578387605041,10260.015625,10260.015625,2040996.0
2007-05-25,10216.90625,10044.46901371308,10173.79694092827,10216.90625,1598412.0
2007-05-28,10389.34348628692,10216.90625,10216.90625,10216.90625,2152768.0
2007-05-29,10691.108987603306,10260.015883264463,10346.234504132231,10432.453125,3781009.0
2007-05-30,10518.671614583332,10173.797135416666,10432.452994791665,10346.234375,2108015.0
2007-05-31,10432.4539176909,10216.907349143567,10389.344603981433,10303.1259765625,1883295.0
2007-06-01,10561.780924479166,10346.234375,10518.671614583332,10346.234375,2971335.0
2007-06-04,10777.3291015625,10475.56388671875,10475.56388671875,10777.3291015625,3923062.0
2007-06-05,11165.3125,10777.328667953667,10863.547297297297,11165.3125,3795277.0
2007-06-07,11510.187079326923,10949.765985576923,11208.421875,11208.421875,5607881.0
2007-06-08,11639.514586721654,11035.984200743495,11122.202827311803,11596.4052734375,5949780.0
2007-06-11,11941.278907691421,11553.29511646679,11768.84166714714,11682.623046875,3537730.0
2007-06-12,11898.168741414835,11639.512899210165,11682.622206244276,11768.8408203125,2536292.0
2007-06-13,11725.733213289963,11380.858707016729,11682.623900005809,11596.4052734375,2226379.0
2007-06-14,11898.16959755535,11596.40442660286,11768.84166714714,11682.623046875,3102473.0
2007-06-15,11725.732764790077,11251.530336802243,11682.62345315482,11294.6396484375,2517535.0
2007-06-18,11423.967519007423,11122.202339260057,11294.63958482998,11251.5302734375,2841692.0
2007-06-19,11768.841334292763,11380.857554041353,11423.966862958177,11467.076171875,3710839.0
2007-06-20,11553.295453184866,11208.420962045018,11467.076830399905,11251.5302734375,2698049.0
