ticker,weight
AAPL,0.03546685858041113
ABT,0.030470382487883075
ADBE,0.001271663294983089
ADI,4.1471732153326984e-16
ADP,0.0
ADSK,0.0
AIG,0.0
AMAT,6.454013708432822e-17
AMD,7.377781390723224e-17
AMGN,0.04386003431433384
APD,0.0
AXP,2.2227004324255342e-17
BA,0.0
BAC,0.0
BDX,0.0
BK,0.0
BMY,0.0
BRK,0.0
C,0.0
CAT,0.0
CDNS,0.0
CI,0.0
CL,2.4413964357730294e-16
COP,0.0
COST,1.1640020213927779e-16
CSX,1.2102067144071343e-16
CVS,1.0752700912576294e-16
CVX,1.0466776801462085e-16
D,0.0
DE,2.872917441378984e-17
DHR,0.04163471176019291
DIS,0.0
DUK,0.0
ECL,0.0
EMR,2.1936394075236293e-16
EOG,1.284005075927146e-17
EXC,0.0
F,0.0
FDX,0.0
FISV,7.614686238477646e-17
GD,0.0
GE,1.1466511423049768e-16
HD,9.016150883678183e-17
HON,0.0
HUM,4.136352258706881e-18
IBM,0.0
INTC,8.731566803124591e-17
ITW,1.4116590415961455e-16
JNJ,3.021288018152038e-17
JPM,5.0578241399454656e-17
KLAC,4.915993024202038e-17
KMB,2.2775860951795583e-16
KO,3.916403739332719e-18
LLY,0.041914042075596056
LMT,0.01745301707837959
LOW,0.0
LRCX,0.01845424779307514
MCD,0.0
MCO,0.0
MMC,0.0
MMM,0.0
MNST,0.061047370833995494
MO,0.015117182668495547
MRK,0.0
MS,1.0946290619783672e-16
MSFT,0.08568369490081866
MSI,5.69321499844371e-17
MU,0.011578209580086919
NEE,0.12895274082855293
NEM,0.009049110714425527
NKE,0.026466340639444787
NOC,0.0205458145423052
NSC,6.039217858981073e-17
ORCL,0.009177189759841553
PAYX,0.053258654131923044
PEP,1.6826610094531058e-17
PFE,0.0
PG,0.009380033685653873
PGR,0.017276950519143842
PNC,0.0
RTX,0.0
SCHW,0.0
SHW,1.0440607389636568e-16
SO,0.19840732427125632
SPGI,0.0
SYK,2.221340312945689e-18
T,0.0
TFC,8.013600115947226e-17
TGT,2.1498081401736278e-17
TJX,0.03912929837453311
TMO,9.36640410989022e-17
TXN,5.106696004250103e-17
UNH,0.05834435037909194
UNP,5.313951220696833e-17
USB,0.0
VZ,2.791424226555781e-17
WFC,1.7899747632457323e-16
WM,0.02606077678557621
WMT,7.38006565448303e-17
XOM,0.0
