ticker,weight
AAPL,-0.0015307781662023767
ABT,0.03302129873296301
ADBE,-0.011211318977278046
ADI,-0.00628604758365321
ADP,-0.0002681719385504178
ADSK,-0.017113969063808094
AIG,0.006917392953445229
AMAT,-0.03249440602435693
AMD,-0.0241764725751745
AMGN,0.015036104856655045
APD,-0.039316703587357726
AXP,-0.05899254591365111
BA,-0.006794970415467052
BAC,-0.01778852146045592
BDX,0.06698404755023067
BK,-0.005624265177258456
BMY,0.00961057755535165
BRK,0.09264847443387172
C,-0.09727399827191378
CAT,-0.008705719617009552
CDNS,-0.05565614171111122
CI,0.0031582289293847483
CL,-0.07387552587227515
COP,0.07027840412282202
COST,0.06651494675628827
CSX,-0.058593594096836885
CVS,-0.012705433032915298
CVX,0.04118912562643689
D,0.165477242239566
DE,-0.011489855207011703
DHR,-0.026058600949829834
DIS,0.08103750112746327
DUK,-0.04625760795200893
ECL,0.023600575899321227
EMR,-0.0410926037088181
EOG,-0.029855960713810685
EXC,0.04324628705264427
F,-0.007638620981600187
FDX,0.0684046815655279
FISV,-0.033178909978134975
GD,0.02189424681392196
GE,0.08549715959735797
HD,-0.04175444321224394
HON,-0.07092353467990888
HUM,0.004295010561618181
IBM,0.09370429957285435
INTC,0.037670248548539294
ITW,-0.034534468639642824
JNJ,-0.06222134294596237
JPM,0.04118252018776761
KLAC,-0.029023814686922948
KMB,0.04615394411836635
KO,0.014217643266299975
LLY,0.08398415917553377
LMT,0.06776749719328394
LOW,-0.01399291342545972
LRCX,0.002469271345822052
MCD,-0.0039861626139323795
MCO,0.05144231301534456
MMC,0.030133394077381734
MMM,0.13715224321239766
MNST,-0.010879799151174069
MO,-0.019661352806079512
MRK,-0.011330092153962247
MS,-0.005601225021664592
MSFT,0.042016317746351374
MSI,0.052041615711527614
MU,0.024949815819657006
NEE,0.10270557207877713
NEM,0.04831874259718319
NKE,-0.028583775735586712
NOC,0.01213856895708323
NSC,-0.029141055522698786
ORCL,0.007889440550216138
PAYX,-0.007589240557486892
PEP,0.03909467964409747
PFE,-0.02821428468590188
PG,0.08478496402123509
PGR,-0.03885459495873567
PNC,0.013133448885202095
RTX,-0.05648346716492773
SCHW,-0.05265167070362368
SHW,0.00922774042642607
SO,-0.007054527897441939
SPGI,0.019623565564271403
SYK,-0.01309608263356858
T,-0.00633473394246522
TFC,0.11370984516574616
TGT,0.011829314043682463
TJX,-0.010750118871939418
TMO,0.04486092587143627
TXN,0.030276050490871904
UNH,-0.06211223227040159
UNP,0.07602691964698191
USB,-0.006443744266095611
VZ,-0.019541254801813162
WFC,-0.04770974675971346
WM,0.004380163721105892
WMT,0.15421224398570182
XOM,0.046541648069828266
