permno,date,year,exchcd,siccd,retadj,eretadj,altprc_lag1,ME_lag1,ME_Jun,BM
32986,20121231,2012,1,4924,0.0031419771,0.0030419771,35.009998322,3159.3022485,3157.3520725,1.0669870281
33137,20121231,2012,3,2830,-0.078839555,-0.078939555,6.9800000191,310.03764085,321.79766464,0.6094051071
33209,20121231,2012,1,8071,-0.02173911,-0.02183911,2.7599999905,108.76331962,65.009758329,1.0599946104
33532,20121231,2012,3,3949,0.039292708,0.039192708,5.0900001526,68.317982048,74.427451256,1.5849886696
33770,20121231,2012,3,6794,0.005991695,0.005891695,4.8400001526,18.600120586,20.050050511,1.2668168382
33823,20121231,2012,3,3490,-0.003573993,-0.003673993,13.989999771,189.01888691,234.14562897,0.5905651725
33849,20121231,2012,2,3679,0.0300378688,0.0299378688,5.0968999863,13.425234564,16.95199995,1.3522624501
34032,20121231,2012,1,5211,-0.017688636,-0.017788636,16.959999084,6056.4156731,4952.9769591,0.2072141549
34367,20121231,2012,3,2095,0.2988299429,0.2987299429,11.109999657,181.2485344,129.81964062,1.0457843316
34497,20121231,2012,1,3634,-0.015112085,-0.015212085,76.760002136,528.56937471,480.1571169,0.5372887271
34666,20121231,2012,2,8099,-0.054761909,-0.054861909,0.6299999952,100.43144924,64.988729813,1.2767905923
34673,20121231,2012,1,3533,0.0064102197,0.0063102197,7.8000001907,677.64841657,530.39230857,0.6291026835
34746,20121231,2012,3,6711,0.0450819284,0.0449819284,14.640000343,13138.917188,12313.433849,1.1476159474
34817,20121231,2012,1,3312,0.0570058152,0.0569058152,41.180000305,13080.332937,12016.271284,0.6390280546
34818,20121231,2012,1,7336,0.1024146229,0.1023146229,12.010000229,313.01663597,328.18069507,0.9988667351
34833,20121231,2012,1,1311,0.0257944632,0.0256944632,75.209999084,60933.937898,69565.213867,0.5582884157
34948,20121231,2012,1,2329,-0.151537314,-0.151637314,54.63999939,905.82190988,739.38271262,0.2805806264
35044,20121231,2012,1,6021,0.070464775,0.070364775,6.6700000763,9424.7301178,9533.89575,2.4163284659
35051,20121231,2012,1,3569,0.0131136309,0.0130136309,59.479999542,6757.225348,6369.0317796,0.2275153761
35107,20121231,2012,1,3672,0.0558062643,0.0557062643,24.370000839,506.94475746,538.22634255,0.6145519032
35124,20121231,2012,1,7374,0.0417956635,0.0416956635,25.840000153,2518.6764949,1926.7978638,0.9156592343
35167,20121231,2012,3,6021,0.0078124758,0.0077124758,14.079999924,1543.9001516,1810.1729351,0.9473585325
35238,20121231,2012,1,5531,-0.07000944,-0.07010944,10.569999695,560.15713383,523.23477984,0.8250291845
35263,20121231,2012,3,6711,0.0108010704,0.0107010704,22.219999313,1439.4115555,1585.7164503,0.7798650803
35503,20121231,2012,3,6030,-0.030392872,-0.030492872,13.489999771,222.94922622,177.16944441,1.8193107117
35554,20121231,2012,1,6022,0.0075718598,0.0074718598,97.730003357,12510.02681,10449.976591,0.8765767688
35685,20121231,2012,3,6020,0.0061940919,0.0060940919,14.529999733,850.12122438,935.03771321,0.8160182752
35917,20121231,2012,3,6020,0.0024000367,0.0023000367,12.5,935.5375,821.98472573,1.2765956174
35991,20121231,2012,1,2821,0.1177132428,0.1176132428,44.430000305,736.96041506,644.41509993,0.5990530133
36003,20121231,2012,1,7342,-0.032059707,-0.032159707,22.770000458,3325.2853269,3283.9832332,0.0996727339
36281,20121231,2012,2,2011,0.0769034252,0.0768034252,2360.3601074,2832.4321289,2572.3738564,0.869345186
36346,20121231,2012,3,6020,0.0444444716,0.0443444716,21.149999619,513.50084074,548.61500926,0.8778319649
36397,20121231,2012,1,6021,0.048625771,0.048525771,9.4600000381,2337.8876494,2185.5694536,1.133013933
36768,20121231,2012,3,2512,0.0859729201,0.0858729201,19.88999939,139.36922572,136.60068474,1.3734412396
36898,20121231,2012,1,2841,0.1113557294,0.1112557294,99.949996948,1038.6803683,974.10374316,0.4840948503
37058,20121231,2012,3,3550,0.1111110747,0.1110110747,3.1500000954,152.51355462,149.50727452,0.508449279
37161,20121231,2012,1,4911,-0.002974375,-0.003074375,16.809999466,3640.7769243,3897.3478848,0.587779459
37217,20121231,2012,1,3829,0.0365894139,0.0364894139,59.580001831,563.15017731,541.94050731,0.1937363977
37234,20121231,2012,1,1311,0.0502355061,0.0501355061,6.3699998856,753.92770646,862.41114102,0.7700003383
37284,20121231,2012,1,2911,0.0418637767,0.0417637767,42.279998779,5937.5916286,3502.7365115,1.3766211035
37381,20121231,2012,3,3160,0.2231404781,0.2230404781,1.2100000381,9.8167303095,14.102700077,1.38031159
37402,20121231,2012,3,3310,0.0486127324,0.0485127324,41.450000763,420.42735774,261.69567558,1.1019073452
37568,20121231,2012,3,3620,0.0414825268,0.0413825268,59.560001373,1400.1960723,1194.396825,0.4558937943
37584,20121231,2012,1,6282,-0.022951122,-0.023051122,132.02000427,28027.054787,23883.38269,0.4153531201
37807,20121231,2012,1,2851,-0.002389252,-0.002489252,62.779998779,5699.1682892,4787.8755031,0.3924569628
37832,20121231,2012,3,4210,-0.091836765,-0.091936765,0.9800000191,17.631180343,19.342400419,1.89048234
37875,20121231,2012,1,2891,0.0599696003,0.0598696003,32.849998474,1638.7550239,1529.351238,0.6268790091
37955,20121231,2012,3,7210,0.0131268427,0.0130268427,33.900001526,648.26972918,589.49101009,0.9558266168
38033,20121231,2012,3,3140,-3.166417E-9,-0.000100003,23.530000687,255.18285745,252.05932332,0.6190573526
38093,20121231,2012,1,6411,-0.051204789,-0.051304789,36.520000458,4542.6132969,4221.1654433,0.3547715545
38149,20121231,2012,1,7372,-0.009525926,-0.009625926,45.13999939,1851.868475,2011.1393134,0.1244091712
38156,20121231,2012,1,4922,0.0068514468,0.0067514468,32.840000153,20601.418776,18031.290449,0.1774194656
38295,20121231,2012,1,3691,-0.100584805,-0.100684805,8.5500001907,1198.5988767,1091.9009247,1.7664634212
38420,20121231,2012,1,2834,0.0462598689,0.0461598689,20.319999695,1985.9142102,1430.6425,0.9733308995
38658,20121231,2012,1,4931,-0.01036555,-0.01046555,18.329999924,4315.156932,4148.879982,1.2255037811
38659,20121231,2012,3,3710,0.0619718507,0.0618718507,17.75,2533.8835,3017.0925413,0.2522458595
38682,20121231,2012,3,2750,-0.043617006,-0.043717006,9.3999996185,1694.8199312,2123.3080826,0.4128109923
38703,20121231,2012,1,6022,0.0354438685,0.0353438685,33.009998322,173773.64289,177697.44406,0.9200873558
38746,20121231,2012,1,6552,0.8684210181,0.8683210181,7.9800000191,47.848080114,36.275801144,1.9680783533
38762,20121231,2012,1,4931,0.0297889654,0.0296889654,24.170000076,7486.7783736,7031.277,1.1307207828
38850,20121231,2012,1,2451,-0.009756088,-0.009856088,4.0999999046,34.4030992,42.71019128,2.1106084294
39029,20121231,2012,3,3662,-0.0222222,-0.0223222,1.3500000238,6.7905001199,6.0158798993,3.2969914426
39087,20121231,2012,1,4813,-0.010471194,-0.010571194,5.7300000191,17216.438277,9776.2411914,2.626596044
39220,20121231,2012,1,3694,0.1359918118,0.1358918118,19.559999466,446.32006781,324.23423824,0.5992639907
39328,20121231,2012,3,2099,0.0553846359,0.0552846359,3.25,38.13225,40.48575056,0.626825849
39490,20121231,2012,1,1311,0.0182903577,0.0181903577,77.089996338,30164.082127,34350.312131,1.003936266
39538,20121231,2012,3,3942,-0.02372699,-0.02382699,37.509998322,12870.918254,11058.795532,0.2834645604
39571,20121231,2012,1,3561,0.0420967788,0.0419967788,49.409999847,2997.8529207,2785.3517907,0.13224233
39642,20121231,2012,1,3841,0.0262815226,0.0261815226,76.669998169,15100.769499,15151.825,0.3061765429
39693,20121231,2012,1,3542,0.0649596453,0.0648596453,21.090000153,1141.2431783,1317.6353897,0.5630395541
40125,20121231,2012,1,7373,0.0575406663,0.0574406663,38.060001373,5913.3443534,3854.5707726,2.0977180022
40416,20121231,2012,1,2844,0.0293906704,0.0292906704,13.949999809,6028.6598176,6999.4938147,0.2119288488
40440,20121231,2012,1,3578,0.0234035701,0.0233035701,29.909999847,1890.8802804,2324.8501604,0.4560605514
40539,20121231,2012,1,5651,-0.042625155,-0.042725155,44.340000153,32335.078131,31809.069586,0.1372720472
40694,20121231,2012,1,3241,0.0988797992,0.0987797992,46.419998169,1301.2453887,1091.460743,0.8102726791
41080,20121231,2012,1,3519,0.1038100496,0.1037100496,98.160003662,18656.879256,18624.842874,0.3245981976
41187,20121231,2012,1,4911,0.0092332214,0.0091332214,24.909999847,2428.7249851,2755.0890842,0.7421054044
41188,20121231,2012,3,3820,-0.004524918,-0.004624918,6.6300001144,57.34950099,51.882,0.7810759283
41217,20121231,2012,1,5712,-0.026268689,-0.026368689,16.75,370.0823424,245.26120087,1.088314614
41241,20121231,2012,3,5160,-0.034000017,-0.034100017,40,421.64,398.25558318,0.3788782857
41292,20121231,2012,3,7340,-0.013588098,-0.013688098,23.549999237,1595.1356483,1302.2002836,0.1842797044
41320,20121231,2012,2,3679,0.0178168621,0.0177168621,19.649900436,81.075489201,58.405318142,0.7683211893
41355,20121231,2012,1,3492,0.0354229584,0.0353229584,82.150001526,12255.219378,11612.800465,0.4812466308
41574,20121231,2012,3,3670,-0.18998374,-0.19008374,4.9998998642,28.399431229,37.448399459,0.4936062445
41929,20121231,2012,1,4213,-0.009611978,-0.009711978,28.090000153,1572.1692185,2015.2991341,0.491956314
42024,20121231,2012,1,5111,-0.023999978,-0.024099978,10,867.45,438.06443505,1.3817626285
42059,20121231,2012,1,5411,0.0015340721,0.0014340721,39.11000061,1051.9807964,1197.4989723,0.7623218493
42067,20121231,2012,1,1799,0.2121896446,0.2120896446,4.4299998283,165.2434236,181.03986497,0.5092601296
42140,20121231,2012,1,7011,0.2252321839,0.2251321839,12.920000076,761.2722445,601.56745284,0.828178306
42200,20121231,2012,1,3826,0.0028436068,0.0027436068,31.649999619,3632.7869562,2938.2587131,0.8434508861
42286,20121231,2012,1,3021,-0.050369669,-0.050469669,43.279998779,2121.4124202,1887.1898606,0.3361902327
42358,20121231,2012,2,1311,-0.003003,-0.003103,3.3299999237,27.562409369,24.582690237,1.8895734836
42439,20121231,2012,1,2522,0.0094022425,0.0093022425,29.780000687,1344.537251,1172.47475,0.3947378935
42455,20121231,2012,2,8099,0.0179487932,0.0178487932,0.3899999857,27.235649001,41.718396246,0.974809779
42534,20121231,2012,1,2531,0.1205518916,0.1204518916,27.540000916,18831.797546,18848.369087,0.5217970885
42550,20121231,2012,1,2819,-0.009044635,-0.009144635,265.3500061,3560.4663819,2903.5230818,0.2069512124
42585,20121231,2012,1,2033,-0.025096104,-0.025196104,88.459999084,9682.3007398,8340.2018693,0.7148791229
42796,20121231,2012,1,2721,0.1048749313,0.1047749313,31.180000305,1125.317391,1152.8104393,0.7917973733
42877,20121231,2012,3,4213,0.0068965233,0.0067965233,59.450000763,7030.4381902,7005.9798206,0.2057366681
42906,20121231,2012,3,6020,0.042984575,0.042884575,6.1649999619,5274.0649924,5493.7664819,1.0603114708
42922,20121231,2012,3,3540,-0.042065814,-0.042165814,24.010000229,154.79247148,132.09902852,0.947752863
43123,20121231,2012,1,3317,0.1665393561,0.1664393561,26.180000305,2809.5329128,3415.7059446,0.4888072638
43334,20121231,2012,3,3440,0.0722314343,0.0721314343,13.345999718,84.787136207,72.269552178,1.0955697407
43350,20121231,2012,1,3423,0.0354609564,0.0353609564,71.910003662,12090.372736,10998.609224,0.6926568478
43449,20121231,2012,1,5812,0.0134420739,0.0133420739,87.040000916,87386.158999,89968.168609,0.1532669217
43481,20121231,2012,1,3585,0.0412099622,0.0411099622,49.259998322,626.88273864,537.40367615,0.5985056505
43553,20121231,2012,1,2325,-0.054015286,-0.054115286,160.50999451,17681.299465,14621.582366,0.3526110603
43617,20121231,2012,3,6321,0,-0.0001,5,41.36,41.36,2.9352380329
43634,20121231,2012,2,2836,-0.009523801,-0.009623801,1.0499999523,42.369598076,40.69735887,0.1228020377
43757,20121231,2012,3,2830,-0.08463949,-0.08473949,3.1900000572,241.46067433,269.12531567,0.1105046017
43772,20121231,2012,1,2674,-0.004166649,-0.004266649,33.599998474,3470.5438424,3230.9346357,0.5674339112
43837,20121231,2012,1,6311,0.1200000569,0.1199000569,8.5,152.5495,177.22120686,1.9561885767
44134,20121231,2012,1,3541,0.0493179746,0.0492179746,38.119998932,3035.5336349,2653.5250221,0.5932105329
44206,20121231,2012,1,4911,0.0087764617,0.0086764617,38.740001678,12162.152347,12170.971671,0.920984309
44230,20121231,2012,3,3540,0.0594227351,0.0593227351,5.8899998665,21.59862951,18.26080069,2.3315718
44274,20121231,2012,3,1620,0.0761396512,0.0760396512,20.620000839,809.93301296,702.71917603,1.1246386263
44329,20121231,2012,1,3841,0.030491339,0.030391339,69.199996948,2832.4250751,2485.8589138,0.9622595684
44506,20121231,2012,3,3670,0.1642743498,0.1641743498,6.2699999809,904.00859725,806.11592358,0.775756842
44644,20121231,2012,3,7374,0.0109260976,0.0108260976,56.744998932,27548.221611,26950.571926,0.2416652738
44768,20121231,2012,3,2270,0.093941465,0.093841465,14.68999958,968.74671233,899.13021755,0.4283472697
44813,20121231,2012,2,2836,-0.206115797,-0.206215797,0.3400999904,92.830972571,102.51749209,0.1362290453
44943,20121231,2012,3,3674,0.1459709406,0.1458709406,15.140000343,696.6065558,860.07896098,0.6549126535
45225,20121231,2012,1,2816,0.0423588082,0.0422588082,12.039999962,4082.9445871,4235.4588424,0.0654105667
45241,20121231,2012,1,2834,-0.003948093,-0.004048093,35.459999084,9433.0334965,9297.718196,0.6802135202
45277,20121231,2012,1,7999,0.0266762935,0.0265762935,13.869999886,3690.8069695,4649.4,0.2819259377
45306,20121231,2012,3,3663,0.0002342982,0.0001342982,42.680000305,1747.7460125,1280.2618499,0.2376798882
45437,20121231,2012,1,4412,0,-0.0001,16.479999542,118.7219167,135.8674444,1.8458254229
45560,20121231,2012,3,3577,0.2102802694,0.2101802694,2.1400001049,14.980000734,30.655620801,0.3639292307
45655,20121231,2012,1,7363,0.0447941087,0.0446941087,16.520000458,319.48028885,315.88039265,1.0065200067
45728,20121231,2012,1,3842,0.1535738856,0.1534738856,14.130000114,435.89637353,474.24105938,1.3934468346
45751,20121231,2012,1,6411,-0.021294719,-0.021394719,35.220001221,19173.310805,17584.97782,0.347078753
46042,20121231,2012,3,1310,-0.028130861,-0.028230861,107,290.826,298.98,0.0761757033
46077,20121231,2012,1,5063,0.0474786758,0.0473786758,61.080001831,1969.646819,1762.4801247,0.5093880078
46181,20121231,2012,3,7993,0.2733911276,0.2732911276,21.909999847,518.71924639,537.72191621,0.1191071827
46340,20121231,2012,1,6799,0.0438782647,0.0437782647,14.130000114,296.0235024,321.86015048,1.0643728299
46392,20121231,2012,1,6211,0.0067114565,0.0066114565,8.9399995804,339.35344407,357.0427926,1.55353609
46463,20121231,2012,1,3442,0.104046233,0.103946233,10.380000114,631.03134696,530.41559528,1.2720192054
46578,20121231,2012,1,2842,-0.040995382,-0.041095382,76.349998474,9961.3079509,9424.7271609,0.0061506244
46674,20121231,2012,1,5013,-0.015593709,-0.015693709,65.089996338,10097.476222,9393.5775,0.2921735881
46690,20121231,2012,1,2895,0.0545984991,0.0544984991,37.729999542,2394.8362609,2580.3800484,0.7278925683
46834,20121231,2012,2,7361,-0.024897953,-0.024997953,0.4900000095,10.633000207,8.6300902545,0.5150318353
46877,20121231,2012,1,3841,-0.01282703,-0.01292703,99.010002136,8149.7112958,9095.3334067,0.2452429053
46907,20121231,2012,3,3679,-0.11881189,-0.11891189,-2.019999981,4.8399199543,6.2301812859,1.3459573842
46923,20121231,2012,3,1311,-0.167420819,-0.167520819,27.625,71.300125,70.558698999,0.7358017506
47002,20121231,2012,1,5088,0.0198674817,0.0197674817,36.240001678,962.02708456,816.41379409,0.5305616635
47088,20121231,2012,3,6311,0.0026088709,0.0025088709,38.330001831,423.81483025,389.09581482,2.1002643304
47205,20121231,2012,1,3562,0.0477637686,0.0476637686,23.030000687,739.33211204,685.35697044,0.7134873323
47379,20121231,2012,3,7361,0.1522693932,0.1521693932,13.659999847,506.7710654,478.82099447,1.3240634896
47423,20121231,2012,3,3140,-0.069797769,-0.069897769,15.329999924,172.69244914,151.96338171,0.4647759578
47466,20121231,2012,1,2711,0.0517879277,0.0516879277,8.1099996567,1197.6604193,1148.3550281,0.4467544727
47511,20121231,2012,1,2761,0.0279237833,0.0278237833,15.220000267,398.07910698,402.23314299,1.0740960555
47571,20121231,2012,3,5020,-0.002605436,-0.002705436,12.281999588,31.785814934,29.477970787,1.4965738607
47619,20121231,2012,3,3573,0.0098618763,0.0097618763,10.140000343,106.3584636,86.363437601,1.4934761391
47626,20121231,2012,1,6331,-0.007793104,-0.007893104,28.229999542,7605.0771867,7466.631295,1.6044466927
47706,20121231,2012,1,3711,0.2942176759,0.2941176759,5.8800001144,366.28872713,363.17792949,0.8596858094
47723,20121231,2012,3,1311,0.0280831084,0.0279831084,8.1899995804,232.1701081,240.11966704,0.6833414249
47730,20121231,2012,1,7349,0.0534591638,0.0533591638,19.079999924,1034.6893159,1057.6874111,0.7234278139
47861,20121231,2012,3,2300,0.0371971801,0.0370971801,11.56000042,70.215442549,70.890298844,0.8301725243
47896,20121231,2012,1,6211,0.0703286007,0.0702286007,41.080001831,156161.60112,136012.17444,1.3912451491
47941,20121231,2012,1,2711,0.0173184704,0.0172184704,17.899999619,4113.1872123,3460.9017724,0.7306831049
48020,20121231,2012,2,2341,-0.283620983,-0.283720983,0.307099998,11.969222422,15.589896218,0.5472907783
48072,20121231,2012,3,3651,0.0020832932,0.0019832932,4.8000001907,35.438401408,39.351389437,0.4184206962
48144,20121231,2012,3,3560,0.0489938259,0.0488938259,11.430000305,857.8329529,660.83820565,0.7364421041
48291,20121231,2012,3,3820,0.1549296081,0.1548296081,5.6799998283,269.01047187,328.14589066,0.9213743155
48347,20121231,2012,1,2521,-0.048927646,-0.049027646,14.920000076,782.449564,640.71456801,0.5855193237
48389,20121231,2012,1,4911,0.0063409191,0.0062409191,42.580001831,1762.1307958,1546.3865939,0.8720675878
48523,20121231,2012,3,2030,-0.015447523,-0.015547523,75.739997864,2067.5504617,1943.107245,0.2816436245
48531,20121231,2012,3,2052,0.0016694053,0.0015694053,24.079999924,1654.0792748,1729.8949186,0.6765226765
48653,20121231,2012,1,6324,0.0532027744,0.0531027744,65.410003662,10349.432419,12636.582158,0.5628784147
48725,20121231,2012,1,4011,0.0239452887,0.0238452887,122.77999878,57755.343086,57119.303401,0.6046835889
48961,20121231,2012,3,5080,0.195652172,0.195552172,8.279999733,71.191437704,79.5315,1.0141740168
49015,20121231,2012,1,6311,0.0485829487,0.0484829487,24.700000763,6792.8954098,6242.0262895,2.8328871459
49138,20121231,2012,2,3724,0.0287393574,0.0286393574,15.31000042,81.755402241,122.32253756,0.5283940374
49154,20121231,2012,1,5331,-0.062727749,-0.062827749,63.130001068,41084.625915,38475.576232,0.4773657644
49322,20121231,2012,1,6798,-0.065068513,-0.065168513,2.9200000763,33.653000879,23.568625879,1.0302643611
49429,20121231,2012,1,5311,-0.001012336,-0.001112336,88.910003662,3844.0240083,2855.3475337,1.1707329103
49488,20121231,2012,1,2873,0.0595273077,0.0594273077,33.430000305,748.69828683,690.49848659,0.4995224663
49656,20121231,2012,1,6022,0.0735171363,0.0734171363,23.940000534,27976.452204,26180.11711,1.4899660624
49971,20121231,2012,1,4924,0.0243032686,0.0242032686,30.86000061,2224.265404,2314.5896613,0.6150773777
50017,20121231,2012,1,1311,-0.017963056,-0.018063056,64.019996643,10411.508034,10034.323907,0.3106576873
50243,20121231,2012,2,3421,0.083333388,0.083233388,7.1999998093,17.121599546,20.408850455,1.1857460988
50278,20121231,2012,1,8711,0.0472398624,0.0471398624,37.680000305,2895.5949835,2641.5322409,1.3067064561
50550,20121231,2012,1,1542,0.0653188303,0.0652188303,12.859999657,611.57014367,600.15256361,2.5644619213
50606,20121231,2012,1,4492,-0.00401249,-0.00411249,44.86000061,2235.1046704,2314.1521505,1.0672259581
50623,20121231,2012,3,3820,0.059565708,0.059465708,48.349998474,758.80487605,618.80458775,0.3423602283
50788,20121231,2012,1,3823,0.0403991044,0.0402991044,61.13999939,1886.6581012,1921.065803,1.0510603208
50789,20121231,2012,3,4931,0.0079129878,0.0078129878,50.549999237,1168.4126824,1093.2921824,0.6961636512
50948,20121231,2012,3,3670,0.0585009269,0.0584009269,27.350000381,1810.9255753,1594.58942,0.334085684
50972,20121231,2012,1,2711,-0.038031232,-0.038131232,4.4699997902,122.40200425,105.10339304,0.8688780627
51086,20121231,2012,1,3716,0.2046412677,0.2045412677,14.220000267,404.7865276,297.94539773,0.5054397098
51263,20121231,2012,1,3531,0.0453333519,0.0452333519,15,1987.095,1547.0558748,0.5767992272
51369,20121231,2012,1,3825,0.0799232125,0.0798232125,15.640000343,2938.0053445,2624.5943383,0.6063375952
51423,20121231,2012,1,7011,0.1448479742,0.1447479742,11.840000153,236.21984304,282.05248469,1.490918383
51625,20121231,2012,1,7261,-0.004307242,-0.004407242,13.930000305,2963.0085749,2685.5022352,0.7403528679
51633,20121231,2012,1,4932,0.0051281922,0.0050281922,29.25,2402.361,2420.4333975,0.8266697532
51692,20121231,2012,1,5712,0.0422094539,0.0421094539,19.190000534,2039.5324468,1759.6530327,0.2704162044
51829,20121231,2012,3,7371,0.1931628585,0.1930628585,5.2800002098,46.05216183,36.631210332,0.9570002112
51960,20121231,2012,3,3620,0.1448276192,0.1447276192,7.25,211.57675,191.13215833,0.2278766641
52038,20121231,2012,1,5141,0.000315963,0.000215963,31.649999619,18603.964726,17461.654337,0.2837536793
52090,20121231,2012,1,5149,-0.010687714,-0.010787714,64.559997559,8553.9281954,8039.2545104,0.2501430601
52230,20121231,2012,1,7363,0.1259730905,0.1258730905,28.260000229,3977.2841722,4084.8814164,0.2002835605
52250,20121231,2012,3,3531,-0.025806427,-0.025906427,7.75,62.06975,60.467951528,1.7775211674
52329,20121231,2012,1,8711,0.0398143902,0.0397143902,40.939998627,5325.3522014,4885.0001588,0.6632800139
52337,20121231,2012,1,8062,0.1212017387,0.1211017387,28.959999084,3083.5159025,2168.3800253,0.4887330166
52396,20121231,2012,1,3714,0.1108763963,0.1107763963,18.940000534,516.11501455,445.11669282,1.0250911779
52476,20121231,2012,1,7323,0.0562060326,0.0561060326,51.240001678,6128.2017207,5609.8476163,0.4114970034
52484,20121231,2012,2,8711,0.2817480266,0.2816480266,19.450000763,187.63415736,250.85535147,1.2650274219
52695,20121231,2012,1,5063,0.0430367514,0.0429367514,194.02000427,13483.420197,13413.382745,0.2071443341
52708,20121231,2012,1,1531,0.0165614411,0.0164614411,38.040000916,7022.6986485,5633.1782774,0.7601457486
52716,20121231,2012,1,3841,0.0237840097,0.0236840097,27.959999084,1700.2195843,1914.3350737,0.3741563814
52813,20121231,2012,3,7372,0.1399866045,0.1398866045,14.930000305,1679.2219243,1646.025,0.5234760079
52898,20121231,2012,1,4941,-0.004698545,-0.004798545,25.540000916,3574.0932681,3471.8360327,0.6064876173
52936,20121231,2012,1,6331,-0.031655461,-0.031755461,41.619998932,2285.3957613,2286.9745095,0.742485488
52978,20121231,2012,3,3944,-0.057202227,-0.057302227,38.459999084,4996.992301,4411.7028409,0.3458496439
53074,20121231,2012,3,3840,0.0578425527,0.0577425527,47.369998932,159.02108641,155.55554562,0.2903755149
53110,20121231,2012,1,3824,0.0521526486,0.0520526486,45.060001373,644.62837965,544.92558893,0.402975262
53197,20121231,2012,1,3678,0.1184939146,0.1183939146,9.029999733,334.6517901,315.15083848,0.8440193847
53225,20121231,2012,1,2711,0.0216585677,0.0215585677,367.05999756,2260.722525,2388.3360268,1.2869601349
53373,20121231,2012,3,6210,0.0603174008,0.0602174008,-1.575000048,34.804351054,37.129678841,0.9877840233
53480,20121231,2012,3,7373,-0.023469869,-0.023569869,43.459999084,3486.9695665,4111.8208613,0.2753287677
53575,20121231,2012,3,3950,0.0999999493,0.0998999493,9.8000001907,110.68120215,112.4489087,0.6183536665
53613,20121231,2012,3,3674,0.0628667176,0.0627667176,5.9650001526,6090.2651558,6420.6331718,1.3659265003
53640,20121231,2012,3,3670,0.0992686301,0.0991686301,19.13999939,1728.8013049,1644.4820896,0.6324773866
53663,20121231,2012,1,4911,0.0103708524,0.0102708524,35.869998932,1817.3534959,1816.3090309,0.83216822
53859,20121231,2012,3,4941,0.0454302728,0.0453302728,18.709999084,294.77603558,298.87,0.7342518768
53866,20121231,2012,1,5331,-0.106460638,-0.106560638,71.199996948,8216.6932478,7768.9861523,0.173063235
54084,20121231,2012,2,2221,0.0470587797,0.0469587797,8.5,12.9625,15.211875582,4.3588503291
54148,20121231,2012,1,1531,0.0803093612,0.0802093612,16.809999466,6494.0053737,4105.0442268,0.8026234436
54199,20121231,2012,1,4941,0.0874898359,0.0873898359,24.459999084,456.27682292,447.04219426,0.9079101265
54244,20121231,2012,2,5812,0.0320855305,0.0319855305,7.4800000191,13.912800035,15.345,1.3789479969
54253,20121231,2012,1,3842,0.1114270613,0.1113270613,38.680000305,1429.7288513,1484.8560619,0.379520922
54594,20121231,2012,1,3721,0.2161458731,0.2160458731,15.359999657,613.47838629,543.08222156,1.2097081333
54675,20121231,2012,3,3820,-0.0184117,-0.0185117,14.670000076,80.77302042,84.330397911,0.3819635962
54704,20121231,2012,1,3714,0.0986486524,0.0985486524,7.4000000954,349.2652045,324.09530197,0.8436842259
54818,20121231,2012,1,5411,0.0321137048,0.0320137048,37.990001678,1873.2869828,2020.6431227,0.4706369346
54827,20121231,2012,3,3670,0.0360121615,0.0359121615,26.379999161,4289.7383152,3923.018694,0.6119272232
55001,20121231,2012,1,3743,0.1274787337,0.1273787337,31.770000458,2507.7332161,2004.9697033,0.954186567
55213,20121231,2012,1,5812,0.006402073,0.006302073,7.8099999428,497.14554636,434.41670635,1.4443730368
55511,20121231,2012,1,4911,-0.029342119,-0.029442119,21.129999161,1683.0889532,1556.4392329,1.5390584135
55597,20121231,2012,1,3661,0.2575609982,0.2574609982,20.5,418.8765,470.29564402,0.8235467457
55678,20121231,2012,3,6510,0.0626263469,0.0625263469,19.799999237,46.628998203,58.559824371,0.4150096658
55976,20121231,2012,1,5311,-0.04710488,-0.04720488,72.019996643,242091.1856,235900.48265,0.352697351
55993,20121231,2012,3,3669,0.0801187605,0.0800187605,3.3699998856,64.397327813,56.142241093,0.7481088703
56040,20121231,2012,3,5141,0.0085308198,0.0084308198,21.100000381,258.93920468,262.5929944,1.2480000048
56223,20121231,2012,1,3089,0.1090700105,0.1089700105,17.420000076,2410.3705706,1496.2067357,1.0065187402
56274,20121231,2012,1,2011,-0.012056283,-0.012156283,29.86000061,12168.905769,10770.388647,0.4953628615
56573,20121231,2012,1,3565,-0.00617181,-0.00627181,61.569999695,28534.554789,25247.358549,0.4490372123
56611,20121231,2012,3,6020,-0.005279891,-0.005379891,9.470000267,1416.2480099,1434.2126215,0.9210499635
56710,20121231,2012,3,6331,0.0355361402,0.0354361402,8.0200004578,19.785341129,20.994170565,1.7650587758
56777,20121231,2012,3,8730,-0.011568143,-0.011668143,7.7800002098,88.878722397,71.971128601,0.9441840708
56822,20121231,2012,3,6311,0.0447742082,0.0446742082,150.97999573,518.61628532,487.49519371,2.829246961
56945,20121231,2012,3,2833,-0.055446863,-0.055546863,15.329999924,241.6621188,235.69590595,0.3622591509
57007,20121231,2012,1,6512,0.006451624,0.006351624,27.899999619,560.28779234,572.7720768,0.5329393738
57154,20121231,2012,1,2621,0.0288404822,0.0287404822,16.989999771,728.10644019,699.99760589,0.9096381331
57330,20121231,2012,2,5812,-0.020986332,-0.021086332,19.059999466,96.233937304,139.94292075,1.3349290675
57509,20121231,2012,1,1311,0.0344061553,0.0343061553,9.0100002289,327.89192833,503.72782752,0.123381203
