permno,date,year,exchcd,siccd,retadj,eretadj,altprc_lag1,ME_lag1,ME_Jun,BM
10001,20121231,2012,2,4925,-0.015231147,-0.015331147,9.5200004578,77.654643734,82.375603111,0.8360943205
10002,20121231,2012,3,6020,0.0109458044,0.0108458044,2.7499001026,49.404705244,53.700400171,2.9421480255
10025,20121231,2012,3,3081,-0.020991743,-0.021091743,60.5,334.6255,240.39599579,0.4066751488
10026,20121231,2012,3,2052,0.0181732439,0.0180732439,62.900001526,1179.3121286,1117.1081712,0.4761466377
10032,20121231,2012,3,3670,0.1144708246,0.1143708246,23.149999619,812.12513662,986.52062669,0.5894837329
10044,20121231,2012,3,2060,0.0193050932,0.0192050932,10.359999657,62.677997923,69.161,0.3395325808
10051,20121231,2012,1,8093,0.0478743762,0.0477743762,26.11000061,894.2153009,874.75985918,0.8011406868
10100,20121231,2012,3,8300,-0.17502068,-0.17512068,-0.604499996,2.9741399789,5.6333999062,0.4311191205
10104,20121231,2012,3,7370,0.0411810577,0.0410810577,32.174999237,152766.89638,145010.43193,0.3090075276
10107,20121231,2012,3,7370,0.0035581386,0.0034581386,26.614999771,224004.1342,256374.79128,0.2687439882
10116,20121231,2012,3,2834,0.2131147385,0.2130147385,1.8300000429,83.931121968,144.00982481,0.2316731444
10138,20121231,2012,3,6211,0.0276342276,0.0275342276,64.669998169,16482.119083,15974.085048,0.2371559764
10145,20121231,2012,1,3724,0.0348931886,0.0347931886,61.330001831,48044.206194,43509.467159,0.2731236909
10147,20121231,2012,1,3572,0.0193392243,0.0192392243,24.819999695,52287.176457,53815.565538,0.4479165536
10158,20121231,2012,1,9611,0.043617107,0.043517107,9.3999996185,254.57078967,316.04956808,0.7653621496
10180,20121231,2012,3,2834,-0.009636777,-0.009736777,13.489999771,1287.4316182,1499.6639635,0.1534070223
10200,20121231,2012,3,2830,-0.026356528,-0.026456528,6.4499998093,200.67239407,132.63780588,0.6204104712
10225,20121231,2012,1,2085,0.0887542218,0.0886542218,56.11000061,8927.8305271,9848.2367945,0.561276704
10232,20121231,2012,3,6035,0.1691075563,0.1690075563,20.620000839,45.281521843,42.227638,1.201179341
10239,20121231,2012,3,6330,0.0382942148,0.0381942148,22.979999542,343.28046998,345.9156434,0.9829224773
10252,20121231,2012,3,6020,0.0160278734,0.0159278734,28.700000763,622.21601654,631.7538602,0.7994358343
10253,20121231,2012,2,7373,-0.19629629,-0.19639629,2.7000000477,58.606201035,83.566084351,0.1125234236
10257,20121231,2012,3,7363,-0.211111113,-0.211211113,0.8999999762,8.3393997791,12.096499556,0.4837241746
10258,20121231,2012,3,2835,0.1296296269,0.1295296269,5.9400000572,368.13150355,304.05196121,0.6383984032
10259,20121231,2012,3,3570,-0.104208656,-0.104308656,5.75,192.38925,209.92752377,2.0975549212
10297,20121231,2012,3,6030,0.0135674449,0.0134674449,12.529999733,73.952058424,75.313658498,1.6740867921
10299,20121231,2012,3,3670,0.0412775129,0.0411775129,33.189998627,7679.9333522,7206.9652024,0.0898376032
10302,20121231,2012,3,3674,0.0788177922,0.0787177922,10.149999619,1451.0845455,2002.7507205,0.1537758025
10308,20121231,2012,2,6022,0.0166708827,0.0165708827,38.990001678,560.01339411,460.29888373,0.6949767376
10318,20121231,2012,3,2800,0.0257342868,0.0256342868,35.75,1050.049,955.11430788,0.2012813599
10355,20121231,2012,3,2710,0.0212977286,0.0211977286,90.620002747,125.14622379,118.46217831,0.7211009016
10363,20121231,2012,3,2834,-0.021290733,-0.021390733,15.029999733,321.86744428,329.40599184,0.4482442002
10375,20121231,2012,1,6021,0.0227272306,0.0226272306,11.880000114,1940.4198187,1867.7614855,1.2926173402
10382,20121231,2012,3,3510,0.1523315907,0.1522315907,28.950000763,659.71261739,698.98244695,0.7444212602
10395,20121231,2012,3,6330,-0.025567643,-0.025667643,52.409999847,735.73157786,701.30058931,1.2168607252
10397,20121231,2012,3,4210,-0.000922105,-0.001022105,21.690000534,1580.8323089,1740.8642555,0.5514506102
10421,20121231,2012,3,4510,0.0750646964,0.0749646964,11.590000153,594.05704782,332.66433069,2.9851221163
10443,20121231,2012,3,4210,0.0998065695,0.0997065695,25.850000381,244.2049536,220.78199644,0.8978278967
10463,20121231,2012,3,3670,0.0331492051,0.0330492051,3.6199998856,81.982137408,58.992957836,0.065331341
10501,20121231,2012,3,2430,-0.02076734,-0.02086734,28.409999847,412.96775778,246.15450549,0.7850139291
10507,20121231,2012,3,3840,0,-0.0001,2.6900000572,44.091790938,57.040680313,2.0552131026
10514,20121231,2012,3,5730,0.0153983999,0.0152983999,3.8900001049,122.82286331,97.510497,2.0331999562
10516,20121231,2012,1,2046,0.0258426443,0.0257426443,26.700000763,17583.712702,19439.687821,1.0294564269
10517,20121231,2012,1,7359,-0.014634148,-0.014734148,28.700000763,2169.8348577,2152.8339094,0.6270695069
10530,20121231,2012,3,2835,0.0204692613,0.0203692613,20.030000687,827.45935837,844.36370222,0.1804488171
10547,20121231,2012,3,3827,-0.054438267,-0.054538267,4.7484998703,60.918504836,59.937409287,0.279624297
10550,20121231,2012,3,8020,0.0301005244,0.0300005244,1.9900000095,6.6485900319,6.6421599064,1.3025046954
10606,20121231,2012,1,3491,0.051357355,0.051257355,40.88999939,1161.4395427,992.39844454,0.9734118591
10629,20121231,2012,1,6021,-0.016666695,-0.016766695,10.800000191,1509.7860267,1516.951964,0.8416451814
10644,20121231,2012,1,3825,0.1197183654,0.1196183654,1.4199999571,42.588638713,69.807299669,1.4913787168
10645,20121231,2012,3,3840,-0.098181814,-0.098281814,5.5,29.326,37.463250399,1.528771285
10649,20121231,2012,3,4210,0.2088266462,0.2087266462,9.2899999619,80.841579668,83.97429668,2.2002856728
10656,20121231,2012,3,5160,0.0135406135,0.0134406135,9.970000267,271.03445726,243.24110281,0.8698247383
10659,20121231,2012,3,8070,0.0873452649,0.0872452649,26.329999924,729.52530789,727.50925901,0.4173028152
10661,20121231,2012,3,2833,-0.114722736,-0.114822736,5.2300000191,28.571490104,37.651720415,0.2941499687
10667,20121231,2012,3,3714,-0.026419556,-0.026519556,15.109999657,302.56263313,334.20057069,1.011199391
10693,20121231,2012,1,8093,-0.040018152,-0.040118152,21.989999771,2103.6073581,2223.6560219,0.0620250392
10696,20121231,2012,3,7370,0.0264969599,0.0263969599,76.989997864,10276.085985,9793.0321655,0.470868477
10772,20121231,2012,2,5045,0.5158227086,0.5157227086,1.5800000429,8.0722202193,12.546582516,1.8732675349
10777,20121231,2012,3,6020,-0.007272727,-0.007372727,165,1422.63,1440.5225472,1.2304054326
10779,20121231,2012,2,3663,-0.005917225,-0.006017225,1.6900000572,22.891050775,22.210519806,1.8873722022
10781,20121231,2012,3,6020,-0.027198568,-0.027298568,11.029999733,49.039378813,50.150878813,0.705939457
10812,20121231,2012,3,4210,0.0262199678,0.0261199678,13.729999542,1167.4206711,1233.2501462,0.3224270079
10838,20121231,2012,3,2836,-0.074257411,-0.074357411,2.0199999809,61.44233942,97.540258375,0.5811139614
10853,20121231,2012,3,7822,0.0140478909,0.0139478909,19.219999313,227.64167187,230.08229575,0.3586851853
10860,20121231,2012,3,2835,-0.067532465,-0.067632465,7.6999998093,424.95528947,543.09430894,0.2452482862
10866,20121231,2012,1,3149,-0.032020915,-0.032120915,19.049999237,816.5782173,553.30968346,1.1416972575
10874,20121231,2012,1,3519,0.1288319677,0.1287319677,25.770000458,2307.085061,1984.5347987,0.0700395104
10886,20121231,2012,3,2273,0.0412698016,0.0411698016,3.1500000954,38.348101161,46.19659942,1.9573877577
10892,20121231,2012,3,6020,-0.026497731,-0.026597731,43.400001526,379.14241333,351.84986867,1.2565881695
10901,20121231,2012,3,6360,-0.000999024,-0.001099024,60.060001373,123.90378283,119.49607064,1.418919295
10913,20121231,2012,3,6020,0.0652173907,0.0651173907,11.5,85.859,49.012201281,3.8268706632
10932,20121231,2012,1,6021,-0.012968322,-0.013068322,20.819999695,1830.5568332,1903.2425266,1.0182990346
10933,20121231,2012,1,6331,-0.09515655,-0.09525655,479,4609.896,4263.7302178,0.8521473428
11006,20121231,2012,3,6020,-0.005967009,-0.006067009,28.489999771,255.89717794,258.18063388,0.8660963675
11018,20121231,2012,1,6022,0.1308641285,0.1307641285,4.0500001907,835.02498933,816.29064786,2.298189221
11043,20121231,2012,3,8071,-0.057843983,-0.057943983,11.409999847,60.153519196,54.248879799,0.2417582316
11056,20121231,2012,3,6036,0.0403500199,0.0402500199,20.569999695,1278.384341,1173.5412121,0.8477263397
11081,20121231,2012,3,3570,0.0601659715,0.0600659715,9.6400003433,16747.302676,21880.12801,0.2954769854
11131,20121231,2012,3,6030,0.1337931156,0.1336931156,7.25,21.67025,16.693565114,2.9151501353
11144,20121231,2012,1,2873,-0.063119948,-0.063219948,33.270000458,933.52294284,740.18583425,0.5476940669
11154,20121231,2012,3,3670,0.1572815329,0.1571815329,5.1500000954,310.09695574,368.38509424,1.3983719754
11157,20121231,2012,2,3812,0.064226523,0.064126523,3.4860999584,13.40405434,13.777787443,0.7402188219
11174,20121231,2012,3,4840,0.0981029496,0.0980029496,36.900001526,334.68301384,362.12083578,0.5321859609
11208,20121231,2012,1,6022,0.1137874126,0.1136874126,12.039999962,548.75911826,451.23299689,1.2030184697
11267,20121231,2012,1,5621,0.0213351976,0.0212351976,29.059999466,800.16708529,838.71607479,0.4993028633
11285,20121231,2012,3,6020,0.1579891592,0.1578891592,11.140000343,189.52482584,150.88997583,1.4937960113
11292,20121231,2012,3,2830,-0.094999984,-0.095099984,4.4200000763,13.34398023,17.661149712,0.6457339902
11293,20121231,2012,3,6020,0.0611084178,0.0610084178,21.11000061,616.60200783,566.8979061,1.2224316584
11308,20121231,2012,1,2086,-0.044040039,-0.044140039,37.919998169,170077.33483,176392.73601,0.22860202
11343,20121231,2012,3,2015,-0.008755513,-0.008855513,47.970001221,1101.822958,1052.439573,0.5001952792
11348,20121231,2012,3,6020,0.0853096247,0.0852096247,30.36000061,108.17268217,105.74960837,1.6033551331
11368,20121231,2012,3,4510,0.0142514342,0.0141514342,-8.350000381,20.424100933,21.392716709,1.2636192985
11370,20121231,2012,1,6282,0.0035971361,0.0034971361,13.899999619,449.49818766,386.688,0.3040411521
11378,20121231,2012,1,2813,0.0472673811,0.0471673811,13.539999962,772.33513782,809.4877352,0.4401512233
11379,20121231,2012,3,5650,0.0966057181,0.0965057181,3.8299999237,186.11884629,175.95336555,0.6807674094
11382,20121231,2012,1,5311,0.0009524028,0.0008524028,10.5,1588.986,1695.8313893,0.7464394949
11394,20121231,2012,3,3580,0.1999999881,0.1998999881,0.6999999881,11.565399803,15.592349804,1.7276113092
11397,20121231,2012,3,6020,0.0527359322,0.0526359322,25.219999313,412.87660876,398.83240627,0.7237750554
11404,20121231,2012,1,4931,-0.00448109,-0.00458109,55.790000916,16339.384938,18215.699358,1.0456881459
11442,20121231,2012,3,6020,0.0372023843,0.0371023843,33.599998474,498.38877737,499.31946965,0.6211151098
11478,20121231,2012,1,1311,0.0810028464,0.0809028464,31.11000061,1629.728492,2076.082012,0.4720623958
11481,20121231,2012,3,7373,-0.041617054,-0.041717054,16.819999695,627.04958862,745.95047853,0.3924883632
11499,20121231,2012,3,3564,0.072424911,0.072324911,9.3199996948,137.11583551,115.22150139,0.5336143345
11513,20121231,2012,3,6030,0.0591397919,0.0590397919,1.8600000143,8.8777800683,10.73925,4.6207183112
11533,20121231,2012,1,7389,-0.017982272,-0.018082272,42.819999695,1495.1031093,1449.5274781,0.3638025205
11547,20121231,2012,3,3840,0.0170105547,0.0169105547,27.629999161,787.09578609,786.10470217,0.9283516256
11552,20121231,2012,3,2890,-0.00152685,-0.00162685,78.589996338,33242.546781,27784.361266,0.212607409
11565,20121231,2012,3,6710,0.036745429,0.036645429,19.049999237,248.18339006,130.36909622,1.2715195592
11581,20121231,2012,1,3545,-0.02989227,-0.02999227,28.770000458,2096.7576334,1855.2995896,0.6977974469
11587,20121231,2012,3,4920,-0.008046947,-0.008146947,197.58999634,397.94625262,412.8297114,0.3085171739
11593,20121231,2012,3,6162,0.2578796148,0.2577796148,6.9800000191,68.194600186,23.519160552,5.6123231573
11599,20121231,2012,1,4213,0.0228552427,0.0227552427,30.190000534,964.84222707,902.86250297,0.4744469641
11600,20121231,2012,3,3840,-0.000881616,-0.000981616,39.700000763,5634.5814083,5361.4581947,0.423127023
11618,20121231,2012,3,5200,0.1277206391,0.1276206391,41.810001373,12389.223227,11937.847217,0.1162706969
11628,20121231,2012,1,6022,0.0555179194,0.0554179194,14.770000458,618.27221916,589.36879522,0.8462040568
11638,20121231,2012,3,2790,0.0671708286,0.0670708286,22.479999542,362.98455261,358.66447631,0.5171525103
11641,20121231,2012,3,4520,0.0784098357,0.0783098357,109.16999817,1409.0571664,1265.95125,0.3174738418
11644,20121231,2012,1,1311,-0.078042664,-0.078142664,16.399999619,789.85678163,790.04830367,1.7001145928
11652,20121231,2012,3,6036,-0.188328922,-0.188428922,-18.85000038,70.64980143,65.928469574,1.0553058393
11654,20121231,2012,3,2833,-0.129982665,-0.130082665,5.7699999809,40.003409868,53.152738941,0.5758858297
11664,20121231,2012,1,6141,-0.01850366,-0.01860366,12.430000305,389.32003956,672.84618553,0.3282614213
11674,20121231,2012,1,4911,0.0014855961,0.0013855961,60.580001831,10424.182655,10092.745271,1.1057197082
11691,20121231,2012,1,3942,0.0747825801,0.0746825801,23,978.811,2246.8305,0.9054107851
11701,20121231,2012,3,5410,0.11019025,0.11009025,16.290000916,211.02067186,207.41217888,2.5683091737
11703,20121231,2012,1,2821,0.0426170826,0.0425170826,43.13999939,40226.798371,47386.061944,0.2203938256
11707,20121231,2012,1,2834,0.0373746417,0.0372746417,10.970000267,327.60808797,278.74301548,0.5506418304
11731,20121231,2012,1,2221,0.0609019101,0.0608019101,21.510000229,606.58200645,525.75097427,0.711262641
11750,20121231,2012,3,6020,-0.01639477,-0.01649477,1.219900012,13.261533031,19.676509378,3.1079443984
11752,20121231,2012,3,3820,0.0654587299,0.0653587299,17.11000061,1072.8141483,1047.4261148,0.459266349
11775,20121231,2012,3,3940,-0.04597697,-0.04607697,20.879999161,181.21751272,178.76680331,1.233907213
11781,20121231,2012,3,7372,0.1200000197,0.1199000197,1.75,49.3815,57.812048655,0.5837514968
11786,20121231,2012,3,6020,0.013582035,0.013482035,55.220001221,2458.2287943,2607.3442142,0.7602148012
11790,20121231,2012,3,170,0.0665311739,0.0664311739,34.419998169,253.26234653,224.43846673,0.7773930042
11803,20121231,2012,3,7372,0.3487394452,0.3486394452,2.3800001144,61.97758298,100.84436272,0.1014727743
11825,20121231,2012,3,3820,0.0027027,0.0026027,7.4000000954,51.533600664,58.626098677,0.9801321569
11839,20121231,2012,3,6022,-0.016901348,-0.017001348,10.649999619,21.981599213,20.703000393,1.3107540048
11844,20121231,2012,3,6020,0.0108429166,0.0107429166,32.740001678,511.1369062,521.40583613,0.823912923
11850,20121231,2012,1,2911,-0.018039441,-0.018139441,88.13999939,401860.48924,400139.43762,0.4701624759
11884,20121231,2012,3,5120,-0.023976091,-0.024076091,20.020000458,612.311714,527.89210399,0.5444523211
11891,20121231,2012,1,7011,0.146798104,0.146698104,10.149999619,4965.3899634,5456.4029254,1.68454671
11896,20121231,2012,3,3674,0.0071942131,0.0070942131,29.190000534,8511.3663057,7505.6483013,0.3546454839
11955,20121231,2012,1,4953,0.0359226912,0.0358226912,32.569999695,15109.190288,15453.212106,0.5282454629
11976,20121231,2012,3,7372,-0.032714847,-0.032814847,40.959999084,6346.3012981,6811.7280487,0.3112023338
11992,20121231,2012,3,6020,0.1010564864,0.1009564864,21.770000458,598.63147259,591.1855,0.9766747134
11993,20121231,2012,2,5171,-0.142276481,-0.142376481,2.4600000381,249.65064387,127.97408808,1.994769423
11995,20121231,2012,3,2080,-0.031177148,-0.031277148,68.63999939,490.15823564,459.02347128,0.6542869464
11999,20121231,2012,1,1099,0.0523968004,0.0522968004,8.970000267,1237.5191768,2077.3337265,0.3266331116
12008,20121231,2012,1,1623,0.1024499014,0.1023499014,17.959999084,585.46005016,625.61239052,0.5565303592
12009,20121231,2012,1,2752,0.3820986748,0.3819986748,16.200000763,534.87542519,470.58550375,3.8174952049
12011,20121231,2012,1,3663,0.0615529902,0.0614529902,10.56000042,543.44930159,817.26480208,0.3340364926
12014,20121231,2012,2,2834,0.0307692271,0.0306692271,0.4550000131,16.944200488,24.205999112,3.345394687
12025,20121231,2012,3,9999,0.0114678238,0.0113678238,17.440000534,116.84800358,113.24270517,1.1910574441
12026,20121231,2012,3,9999,0.1207430437,0.1206430437,19.379999161,1664.7419279,1891.9679118,0.0927986984
12030,20121231,2012,3,6719,0.1346153766,0.1345153766,1.0399999619,21.27215922,38.044440293,2.9879965657
12036,20121231,2012,1,4741,0.0348919556,0.0347919556,42.130001068,1975.8970501,1801.8,0.9300309289
12049,20121231,2012,2,1041,-0.024590153,-0.024690153,15.859999657,835.48892191,1377.8858279,0.0774385929
12051,20121231,2012,1,7372,-0.063732937,-0.063832937,6.5900001526,363.36601841,240.13350627,1.0973479167
12052,20121231,2012,1,3731,0.0493232571,0.0492232571,66.5,23479.155,23785.63739,0.5666935654
12056,20121231,2012,2,3692,-0.183877587,-0.183977587,0.4900000095,7.2088801403,9.1211936097,8.7036142776
12060,20121231,2012,1,3511,0.0023663328,0.0022663328,21.129999161,221575.5102,220806.3037,0.6151135739
12062,20121231,2012,1,8071,0.023998186,0.023898186,84.589996338,8002.2136536,8964.6480591,0.3528558184
12068,20121231,2012,1,6021,0.0110732634,0.0109732634,11.739999771,1190.4711968,1137.0347617,0.9372795246
12073,20121231,2012,3,6036,-0.008203398,-0.008303398,12.18999958,4237.5973641,4050.7288802,1.137383983
12078,20121231,2012,2,3845,-0.237288117,-0.237388117,1.7699999809,14.361779845,17.039399226,0.5321583055
12080,20121231,2012,3,9999,0.0387275517,0.0386275517,14.460000038,280.94334074,318.714,0.2143844595
12085,20121231,2012,3,9999,0.049689468,0.049589468,3.2200000286,47.511100422,59.462653096,0.4779616512
12088,20121231,2012,3,6022,-0.00380952,-0.00390952,5.25,234.0135,154.04997125,1.4269655562
12089,20121231,2012,3,9999,0.0899443477,0.0898443477,19.790000916,1492.8191391,1705.9424288,0.1213169378
12090,20121231,2012,3,9999,-0.002087631,-0.002187631,4.7899999619,188.7595285,223.29792887,0.2434329523
12106,20121231,2012,3,6035,-0.003401357,-0.003501357,5.8800001144,47.010600915,21.666450305,2.9134626404
12149,20121231,2012,3,5047,0.0591666475,0.0590666475,0.6000000238,52.504202086,59.504760626,0.0867687305
12166,20121231,2012,3,6020,-0.009569369,-0.009669369,2.0899999142,54.283567771,54.517647761,1.7145802613
12169,20121231,2012,1,6162,0.0648529232,0.0647529232,0.6800000072,87.352800919,192.693,4.0106176207
12173,20121231,2012,3,4813,0.1376037747,0.1375037747,8.4300003052,324.84163176,320.79500737,0.7300445652
12189,20121231,2012,3,6030,0.0150802713,0.0149802713,61.669998169,131.11041611,128.5592226,0.8095132324
12190,20121231,2012,3,2810,-0.073630184,-0.073730184,11.680000305,34.666240906,49.604448643,0.9058109922
12209,20121231,2012,3,2020,0.0568318367,0.0567318367,8.2700004578,135.28893749,169.77763813,0.245671517
12211,20121231,2012,1,3523,0.01302322,0.01292322,79.089996338,1006.2620234,824.23001938,0.4134793554
12217,20121231,2012,3,3829,0.1078905761,0.1077905761,31.049999237,476.0896383,500.06879418,0.5039938764
12226,20121231,2012,3,2085,0.0363636762,0.0362636762,3.2999999523,59.182199145,57.693330686,0.8645124782
12248,20121231,2012,3,4011,0.0264705624,0.0263705624,13.600000381,65.810401846,65.264618893,1.5472392443
12266,20121231,2012,3,2836,-0.119999968,-0.120099968,1.5,184.965,54.79776748,0.1724749963
12307,20121231,2012,3,9999,0.1024734899,0.1023734899,2.8299999237,168.18689547,260.10300992,0.2480621978
12308,20121231,2012,3,4841,0.0760762095,0.0759762095,70.849998474,7159.6048958,7142.5623568,0.2193328778
12310,20121231,2012,3,7389,-0.23298426,-0.23308426,3.8199999332,172.09099699,23.425999141,2.5057338355
12312,20121231,2012,3,9999,-0.026396638,-0.026496638,16.290000916,365.87342056,400.99289956,0.1922093458
12330,20121231,2012,1,8099,0.1346309632,0.1345309632,12.329999924,422.54909739,450.8651544,0.7412618818
12340,20121231,2012,1,3714,0.0254777446,0.0253777446,7.8499999046,158.93894807,212.583,0.2423515187
12347,20121231,2012,3,9999,0.1588904113,0.1587904113,21.899999619,557.92439028,372.12784383,0.161180431
12348,20121231,2012,3,9999,-0.016117167,-0.016217167,13.649999619,269.49194247,348.95092851,0.2532223531
12349,20121231,2012,3,9999,-0.024535626,-0.024635626,10.229999542,166.82060254,146.439,0.2222804783
12356,20121231,2012,3,9999,-0.013219291,-0.013319291,12.859999657,449.71418799,256.71275902,1.0387172961
12358,20121231,2012,3,4899,-0.091875024,-0.091975024,1.1200000048,5.9662400254,6.126049873,8.3201277924
12359,20121231,2012,3,9999,0.0145922815,0.0144922815,11.649999619,812.59912339,692.47565838,0.2827991382
12360,20121231,2012,3,9999,0.0119048217,0.0118048217,1.6799999475,94.357197054,120.97967425,1.2440805622
12362,20121231,2012,3,9999,-0.014148274,-0.014248274,-17.67000008,61.509270266,55.087648699,1.5030197304
12363,20121231,2012,3,9999,-0.094189778,-0.094289778,27.709999084,1123.9729829,854.41455691,0.0517640458
12364,20121231,2012,1,3674,0.0802469105,0.0801469105,6.4800000191,549.84096162,513.31831618,0.5766543585
12366,20121231,2012,1,8742,-0.006423994,-0.006523994,14.010000229,1849.9644902,1963.4035657,0.4123192212
12369,20121231,2012,1,3711,0.1139876693,0.1138876693,25.879999161,40527.561086,30878.659525,0.8554669926
12373,20121231,2012,1,6798,-0.008957705,-0.009057705,73.680000305,2797.9243316,2338.8064968,1.4323967801
12374,20121231,2012,1,3674,0.2282050848,0.2281050848,7.8000001907,223.62600547,268.35034704,0.4772098279
12380,20121231,2012,2,7372,-0.002593291,-0.002693291,3.0078001022,36.917738455,47.044500568,0.1492816214
12384,20121231,2012,1,4612,0.0371550284,0.0370550284,37.680000305,1578.1514528,1334.7698028,0.8541203187
12389,20121231,2012,2,1389,-0.041600037,-0.041700037,6.25,276.9875,246.87593662,0.2933170958
12392,20121231,2012,3,9999,-0.017013261,-0.017113261,5.2899999619,188.16000864,204.55181279,0.0795124588
12398,20121231,2012,3,9999,-0.003164554,-0.003264554,3.1600000858,108.98524296,64.090510163,0.8439360609
12400,20121231,2012,3,9999,0.0053552166,0.0052552166,28.010000229,3040.3174648,3748.7064408,0.4467994154
12406,20121231,2012,3,9999,-0.011164286,-0.011264286,-15.67500019,25.973475316,21.760000324,1.8662835804
12409,20121231,2012,3,8051,0.0053223036,0.0052223036,8.4549999237,215.93224305,213.72794708,2.3107935569
12413,20121231,2012,3,9999,-0.496212125,-0.496312125,2.6400001049,265.75825056,243.28304187,0.0641679472
12437,20121231,2012,1,2621,0.1306575388,0.1305575388,11.710000038,1175.5903238,1145.3430525,2.4707880461
12440,20121231,2012,2,7361,0.1329192072,0.1328192072,-4.025000095,28.110600666,38.51820068,0.6485842352
12446,20121231,2012,1,6221,0.0119879581,0.0118879581,10.010000229,342.63229783,246.92472481,0.6838385456
12448,20121231,2012,1,6282,-0.027794233,-0.027894233,33.819999695,4414.5922002,4369.5790016,0.6383222015
12449,20121231,2012,1,7389,0.0279747639,0.0278747639,52.189998627,4411.4118239,2911.4035961,0.3805384521
12450,20121231,2012,1,6411,0.014840195,0.014740195,8.7600002289,172.1953245,159.696,1.1405912648
12451,20121231,2012,1,6221,-0.065462686,-0.065562686,4.4299998283,155.59045397,174.365562,0.7190895954
12452,20121231,2012,2,3841,-0.117647082,-0.117747082,1.7000000477,37.367701048,39.941369698,1.1742624028
12473,20121231,2012,1,4213,0.0780141652,0.0779141652,8.4600000381,736.49376332,822.5185334,0.7660436183
12476,20121231,2012,1,4922,0.0549011789,0.0548011789,50.090000153,2125.9197865,1812.2734324,0.16167394
12477,20121231,2012,1,6162,0.0127659012,0.0126659012,16.450000763,569.48257641,291.81065866,0.7282613029
12480,20121231,2012,3,6022,-0.004932301,-0.005032301,16.2602005,96.927055183,86.659801136,1.185336631
12484,20121231,2012,3,8000,0.0267856885,0.0266856885,1.1200000048,43.445920185,28.31743074,2.8929508173
12486,20121231,2012,3,3220,-0.049808469,-0.049908469,-1.305000067,19.314000988,19.709270636,0.8937416534
12487,20121231,2012,3,6035,-0.003986315,-0.004086315,17.559999466,48.307558531,42.43575,1.1918930762
12488,20121231,2012,3,9999,-0.242990687,-0.243090687,1.0700000525,29.393971441,84.876117642,1.6791274531
12490,20121231,2012,1,3571,0.0077865822,0.0076865822,190.07000732,214766.18352,225598.40283,0.0954530782
12493,20121231,2012,3,7372,0.1198785454,0.1197785454,13.180000305,204.37919429,223.10706397,0.3336859101
12494,20121231,2012,3,9999,0.0629553124,0.0628553124,19.219999313,301.31192924,271.59701047,0.3221535411
12496,20121231,2012,3,9999,0.7329112887,0.7328112887,7.9000000954,76.361400922,47.994238502,0.2278979402
12497,20121231,2012,3,9999,-0.129032224,-0.129132224,2.4800000191,32.076320247,55.181209754,0.3475989429
12498,20121231,2012,3,9999,0.0567932799,0.0566932799,13.999899864,35.699744654,25.415720375,3.7760602681
12501,20121231,2012,3,9999,0.060934633,0.060834633,7.4899997711,196.91958398,161.3329525,1.2273852422
12502,20121231,2012,3,9999,-0.080379777,-0.080479777,-15.80000019,101.49920123,83.629,1.0529694392
12503,20121231,2012,1,3711,0.0666340366,0.0665340366,20.409999847,1617.6353579,1944.6784475,0.0127884657
12509,20121231,2012,3,9999,0.0232691132,0.0231691132,-17.61999893,44.032377331,41.184,1.8374392933
12515,20121231,2012,1,6035,0.0489361919,0.0488361919,23.5,2219.81,2216.0012328,0.7176636483
12521,20121231,2012,1,7379,0.0438202657,0.0437202657,8.8999996185,768.42596706,939.84798399,0.78963554
12527,20121231,2012,2,2834,-0.151033819,-0.151133819,0.7303000093,34.884240542,36.302919544,0.0073296709
12557,20121231,2012,1,6399,0.098765336,0.098665336,4.0500001907,85.884304045,81.207488382,4.2875054923
12558,20121231,2012,1,4923,0.0449571237,0.0448571237,33.810001373,24953.775804,17269.018494,0.2877825407
12559,20121231,2012,1,3674,0.0689012855,0.0688012855,5.3699998856,162.59285653,147.45900171,1.5398773089
12570,20121231,2012,1,3561,0.0487258919,0.0486258919,22.370000839,2073.6990778,1624.4800352,0.3971313966
12573,20121231,2012,3,9999,0,-0.0001,4.2600002289,96.476225183,73.53125,0.4649385154
12574,20121231,2012,3,8071,0.5931033492,0.5930033492,1.4500000477,29.727900978,140.59116038,0.2216904429
12575,20121231,2012,3,9999,-0.041622236,-0.041722236,9.3699998856,336.47669589,294.85962958,0.8426147925
12576,20121231,2012,3,9999,-0.125867233,-0.125967233,10.090000153,250.9584838,198.58323133,0.4362867227
12577,20121231,2012,3,9999,0.0049157757,0.0048157757,14.239999771,355.84335428,310.32031921,0.212759229
12579,20121231,2012,3,9999,-0.037500039,-0.037600039,1.6000000238,63.05280094,134.04089434,0.5474110314
12580,20121231,2012,3,9999,-0.466156483,-0.466256483,1.175999999,19.222895984,16.019080312,0.4780510721
12583,20121231,2012,3,9999,0.0246334374,0.0245334374,17.049999237,555.04567516,520.00078968,0.2202230341
12585,20121231,2012,3,9999,0.223776266,0.223676266,1.4299999475,250.34151082,440.17028836,0.5369404874
12586,20121231,2012,3,9999,0.0869565457,0.0868565457,1.1499999762,42.328049122,43.800332106,1.1690241803
12588,20121231,2012,3,9999,0.0825359523,0.0824359523,8.3599996567,111.78991541,66.57,3.2623952746
12591,20121231,2012,1,6282,0.1064372882,0.1063372882,15.68999958,2040.0765054,1568.1163518,0.4775365443
