KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,RMTREASNO,RMCRSPID,TMBIDYTM,TMASKYTM,TMYTM,TMDURATN
2000075,TERMSTRUCT,2684,Fama T-Bill 26-Week Term Structure - 12 Week,,,,,,,
2000076,TERMSTRUCT,2691,Fama T-Bill 26-Week Term Structure - 13 Week,,,,,,,
2000077,TERMSTRUCT,2698,Fama T-Bill 26-Week Term Structure - 14 Week,,,,,,,
2000078,TERMSTRUCT,26105,Fama T-Bill 26-Week Term Structure - 15 Week,,,,,,,
2000079,TERMSTRUCT,26112,Fama T-Bill 26-Week Term Structure - 16 Week,,,,,,,
2000080,TERMSTRUCT,26119,Fama T-Bill 26-Week Term Structure - 17 Week,,,,,,,
2000081,TERMSTRUCT,26126,Fama T-Bill 26-Week Term Structure - 18 Week,,,,,,,
2000082,TERMSTRUCT,26133,Fama T-Bill 26-Week Term Structure - 19 Week,,,,,,,
2000083,TERMSTRUCT,26140,Fama T-Bill 26-Week Term Structure - 20 Week,,,,,,,
2000084,TERMSTRUCT,26147,Fama T-Bill 26-Week Term Structure - 21 Week,,,,,,,
2000085,TERMSTRUCT,26154,Fama T-Bill 26-Week Term Structure - 22 Week,,,,,,,
2000086,TERMSTRUCT,26161,Fama T-Bill 26-Week Term Structure - 23 Week,,,,,,,
2000087,TERMSTRUCT,26168,Fama T-Bill 26-Week Term Structure - 24 Week,,,,,,,
2000088,TERMSTRUCT,26175,Fama T-Bill 26-Week Term Structure - 25 Week,,,,,,,
2000089,TERMSTRUCT,26182,Fama T-Bill 26-Week Term Structure - 26 Week,,,,,,,
2000090,CPI,1,Published and Reference CPI,,,,,,,
