,size_1,size_1,size_1,size_1,size_1,size_2,size_2,size_2,size_2,size_2,size_3,size_3,size_3,size_3,size_3,size_4,size_4,size_4,size_4,size_4,size_5,size_5,size_5,size_5,size_5
,bm_1,bm_2,bm_3,bm_4,bm_5,bm_1,bm_2,bm_3,bm_4,bm_5,bm_1,bm_2,bm_3,bm_4,bm_5,bm_1,bm_2,bm_3,bm_4,bm_5,bm_1,bm_2,bm_3,bm_4,bm_5
date,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,-0.10595801254417511,-0.040636889014926306,-0.07970105591548787,-0.06468871689648281,-0.00896449151522154,-0.07286315701177662,-0.05335227445297248,0.00372846004470024,-0.055377787253952995,-0.04308356573880244,0.05005958843761592,-0.011408971565258233,-0.011535307580253286,-0.0374932708693779,-0.054716009305416244,0.03635426390578043,-0.043274644555201136,-0.018338480218485224,-0.03247259172377416,-0.05852580002904908,0.012519888920029879,0.009934185215291857,0.006813551773772862,-0.06647768962720259,-0.023255340196375086
2016-02-29,-0.012706657851223482,0.05122167028689982,0.03197761271328059,0.026058543544842605,-0.0011380084235752975,-0.07062601349154957,-0.006682241561095344,0.033086333487456106,0.0306959960452807,0.010982035697262027,-0.06862978681297528,0.0025363698961861922,0.014299491965041157,-0.017825047965496343,0.025213020884806144,-0.06306571319936424,-0.021358163659876493,0.014931995364259348,0.005603835563624793,0.04273050779338495,-0.10144830710915415,-0.056142583913916334,0.025255328456791577,0.03135517044402112,0.08809410082986698
2016-03-31,0.11210138756515253,0.13400958225108733,0.09091429890373823,0.08706409837357845,0.14583932876198788,0.022410958371831817,0.10287003924193895,0.09141224923203854,0.040794263256712954,0.07215112929764632,0.07191313543503922,0.03886471958832803,0.05482988405061995,0.04852420112794607,0.0678542875243715,0.0371025172541635,0.04589908390226588,0.05209882670024755,0.03961323631912208,0.06317869450544968,0.01292496108761949,0.024169135723998543,0.006973546134692584,0.06086124361639898,0.04414799818380385
2016-04-30,0.090648187710137,0.0547291999296361,0.060505148874667375,0.0885168573387205,0.06498494409414086,0.05776110892567214,0.05211988044114871,0.031044267858800587,0.04634261549661828,0.0867049380081947,0.06791894577324581,0.056115654841039454,0.06209823307810278,0.04817978250262912,0.04264143791021023,0.06571952201709351,0.048822827447836094,0.026839114787632505,0.03719643185250211,0.03817940799178847,0.011295175995807191,-0.00253271369583543,-0.04581806445224712,-0.018652079008063923,0.026125882355391063
2016-05-31,-0.03379614740394586,0.07517896349791016,0.012575643877220766,-0.014128041223567566,0.01889466321154517,-0.022309311629347198,0.045099452954159264,0.008443176251673913,-0.0024282846031349874,-0.02268581742193846,0.055273519745146764,0.0065969067083149376,0.0047440212464999985,-0.01743072923803756,-0.033072437488971124,0.0021852810102566504,0.013975611964096205,-0.01388393439398508,-0.022309115421235388,-0.0612823692368681,0.02557557941181364,0.0011309956105114514,-0.020861154988785463,0.015221872376295277,-0.049296700675887616
2016-06-30,0.021413072382380025,-0.021594912823460717,-0.01775788168614283,0.04616111942520898,-0.049612682182613214,0.00703068151883632,-0.025714118674770352,0.00816302083010272,-0.0031871648285733186,-0.0011764455727116445,-0.0009487901719908119,-0.006268522124302326,-0.010033997937518899,-0.00819897001761709,-0.012994676083416415,0.00632154856086784,0.01036167204961523,-0.014745887280981473,-0.017080361804244267,0.0006422234588708683,-0.005461368907201596,-0.004973223341732418,-0.04000320376063937,0.048989389675361414,-0.03216641657840285
2016-07-31,0.1489371837162798,0.14092615851444049,0.15242618632882177,0.1400859914830794,0.09069575129753588,0.06131595877822492,0.11432960026244335,0.10540578134807456,0.10489201055318054,0.0740050346441353,0.04333472386546659,0.05662204905043226,0.09450823464062905,0.09728188073394611,0.06773347892815632,0.04313915886396502,0.041231468579606696,0.062133868428303006,0.05552629385856522,0.03435507138066886,-0.02515627519424808,-0.027074689936180334,0.05211527472745598,0.06466879908920412,0.04270945844999229
2016-08-31,-0.0834097205894238,-0.07265908175402816,-0.02417623331806193,0.006244671291332064,0.03218777961220059,0.0040237556855750945,-0.05422263069803327,-0.04455940268682583,-0.0074505600231656085,0.003768644824710117,-0.09955814692522325,-0.06293562419654605,-0.06385967517537494,-0.05018865648477351,-0.004603103951383915,-0.09842954004313684,-0.029777982798380242,-0.050836772884981785,-0.035424244359091944,-0.006835357602303256,-0.018384975699351137,-0.02252088566900075,-0.007905527013272205,0.03273908915430969,-0.001169506279251936
2016-09-30,0.0169298527910749,0.03040722010328966,0.05219438118009526,0.1444415657084146,0.10310853909546511,0.0074154699584189215,0.02776097026922058,0.033086306354832666,0.06503518459188024,0.04561301854927323,0.006270703639855201,0.011566016872201644,0.018377657123497156,0.025531575382039165,0.024798058906143127,-0.023702099327867796,-0.017491938218350517,0.02551723391079979,0.007433727850214942,0.007424828627098401,0.011792240515550324,0.005712926248363212,0.009336316467581172,-0.005217109559808419,-0.008363324992271905
2016-10-31,-0.05062500590193494,-0.08471661260364852,-0.08181294357988379,-0.12513176135032994,-0.007759839423267164,-0.10429923758628591,-0.08406549900832706,-0.10474434016941514,-0.07331764172330309,-0.04406291047224196,-0.12227518320983655,-0.08102944284550462,-0.06250392239266286,-0.07911633018372208,-0.05697869148154536,-0.12139210608847908,-0.09316527395957018,-0.058710517531220474,-0.0542616285368864,-0.0574885079108525,-0.09824046325875595,-0.0725233598157312,-0.00025072056954107864,0.003160464309244628,-0.007316056610059102
2016-11-30,-0.09472127326400244,-0.07507770385235787,-0.06541803324053425,-0.0003256865608578874,0.05666726821270185,-0.09385703533068465,-0.09130463327858919,-0.05233017263497208,-0.03476303656268581,-0.002348929417862869,-0.1376493195706066,-0.08420376287924083,-0.03687012433994068,-0.05332075738337709,-0.024232678727496362,-0.10632486846946054,-0.08066279484703999,-0.06442534430944932,-0.042108796471557755,-0.04610804010854135,-0.07285596407684358,-0.055668483176140836,-0.057099587065990116,0.028619872589193476,-0.02660343312632118
2016-12-31,-0.013425624247818794,0.04885121974973913,0.08615778215282544,0.06204096769607678,0.04279460678336017,0.048744583935743685,0.051852979688823714,0.04529718298204034,0.06027996747557103,0.05725808397892452,0.05245760521466497,0.06959596725282746,0.04487214575344006,0.08126731224462627,0.048099335445897125,0.037930763260508815,0.058989945726382415,0.06747487185396012,0.03867483146625238,0.04328963247193533,-0.00106017811496495,0.024607887191513206,-7.992706229639464e-05,0.05979799554721753,0.02898178710883749
2017-01-31,-0.03410282835789863,-0.02996691969055999,0.0014668640085470658,0.041312245546319404,0.010456958120723933,-0.04562282426261731,-0.008649851156141494,-0.0012639440769869163,-0.0144342643559821,0.00014077938542069878,-0.030896617517720066,-0.002865017456202131,0.001118788953266809,-0.0019555147664845184,-0.0010437288516655114,-0.06113760434077107,-0.025003998025435563,-0.0009755535349898689,-0.02035510913006339,-0.013318603535312197,-0.019941207301454596,-0.031071355402439244,0.06867044442640449,-0.023870063329801544,-0.008902727174913284
2017-02-28,-0.045187284650115594,-0.0924753144712064,-0.03520414569404723,-0.046612338529583706,0.007502552388340985,-0.10885904312543651,-0.05649193348800993,-0.025496983801474363,0.012505148001159035,-0.004712072123307045,-0.06149092599735404,-0.012325085958299899,-0.013120368470116122,0.009504269859279452,0.017269224678330586,-0.05519405827966293,0.001150647239970999,0.031750037782590244,0.02252906260456654,0.009884217227869429,0.013860538691594168,0.04198419219930969,-0.031487949232852315,0.028683032704348622,0.03708842902688561
2017-03-31,-0.0078101817889720225,0.01993438270881555,0.027491212539587084,0.008430263995190812,0.01269984272592821,0.045910663370694334,0.04933145219198994,0.03832280041105592,0.022233091272465928,-0.0014560451754387113,0.016385914353538044,0.06277207717201097,0.06743836132969842,0.012375875854888961,-0.004864713345520645,-0.02123298987180966,0.009724245724933085,0.02545560369913253,0.0021216940311513284,-0.010316465168821832,-0.004011957319278424,0.012981680333332699,0.05473218834002463,0.038666819859950075,0.028734623969049987
2017-04-30,0.0099705393400811,-0.04024749626291198,-0.03923886127980058,-0.020945903388822504,0.01939883730714264,-0.017757844823718644,-0.0036464643128080888,-0.02477415213851907,0.0077218316786536265,0.025506922801617832,-0.0024229328717354573,0.015714957114908897,0.017173458953325983,-4.818381541625647e-05,-0.00039084931948919375,0.04969970166529182,0.09288693811616396,0.04940492544375917,0.002176678635509719,0.018163764641983004,0.025898319767623742,0.01515939536321017,0.05021680434891779,-0.011962139877293276,-0.020567719193235915
2017-05-31,0.035378813343377224,0.028233362326009273,0.014013594278311938,-0.010041565724189627,0.03290772254292137,0.055863465821866506,0.03090851467751591,0.01867244919633696,0.011419922991423165,0.036320417107975775,0.008628523914155748,0.06678443160933474,0.027879699686774742,0.03730737636523312,0.03283877933013475,0.029422584816605597,0.0965187148117851,0.0400523497565648,0.05578891122635131,0.056538221313829365,0.08697486305992237,0.07960993475566946,0.025735745281582737,0.09239804142530203,0.09436844233963144
2017-06-30,0.0010012660179589562,-0.004674650912440159,0.02397315820483119,0.018107642420558196,-0.007866889851706561,0.029645887393778336,0.013696910478816084,0.01822769154373392,0.013397531677655703,-0.0045532170370093045,0.026368339579501278,0.04276268509403096,0.004442214384847893,0.017079836409585825,-0.006385674294711551,0.014300064781083506,-9.855994556768125e-05,0.009282843060433392,0.008779319514434869,0.015214832062095042,-0.026088194980867382,0.0220210774397636,0.04741736389854346,0.00023826652980785904,-0.005360740896830522
2017-07-31,-0.03919962049349656,-0.032725716635526134,-0.05682949147959415,-0.04538332654954681,-0.040888866303992424,-0.06738347226668931,-0.052475171655311036,-0.04300270895380752,-0.030231268032689836,-0.03180428864983023,-0.06650636793853204,-0.06598822339482914,-0.04855580279934153,-0.005011028489284157,-0.019205085708270613,-0.04226311371714867,-0.03671761878828155,-0.03172503836014041,-0.048106222606016186,-0.02593007837890793,-0.03487263598691471,-0.030285708944910582,0.013749792602063608,-0.0048354744866906,0.001007594465354748
2017-08-31,0.016293000834791297,0.00748566661744794,-0.00048232259318228485,-0.014383027547853457,0.009217306070811568,-0.0109681696681885,-0.005139706079422764,0.007470652518218846,0.007783621950575017,-0.015976669767984147,-0.002649910614660151,0.0077859420233093515,0.014390645725710355,-0.023418067272000263,0.011807023485103608,0.02124539788602039,0.024353420507283362,0.030708168611880304,-0.019841590483195684,-0.01630762858241325,0.005821870148789361,-0.016364260655852517,-0.03112160001220416,0.009020469373652877,-0.008800713468870559
2017-09-30,-0.09550924264650895,-0.046848205847263444,-0.03909794324777658,-0.05598470558443479,-0.07622384754514554,-0.10876945384565792,-0.05255237021895534,-0.06754577180688344,-0.031638107005483584,-0.04097550396563222,-0.050756701840722396,-0.057204853496668526,-0.06493622745256082,-0.06773840804887392,-0.043840674298544206,-0.05153386209323767,-0.02684031974692665,-0.042050918483246255,-0.06733077454656573,-0.05919715643482503,-0.017546746187808587,0.027184797402516264,0.07929031677537522,0.03338915708768125,-0.03162925847544926
2017-10-31,0.028849109198051295,0.02386698907314052,0.014488111501401658,0.0061929249576202034,0.000957524702313025,0.05381910064821984,0.02150286244190243,0.0041178689092835775,0.016927490636414723,0.005541550662122378,0.047733785317570554,0.02376729154933127,-0.01511273758106151,0.019388530573690436,-0.0020967158885615636,0.08368202972724267,0.04069451797378102,0.01891387113091629,0.03506131904888842,0.02150890744507664,0.13309865524701986,0.06508226463004671,0.05863789983313014,0.01813796022489162,0.042852605155117685
