date,Rm-Rf,SMB,HML,RMW,CMA,UMD,STR,Rf
2017-03-31,0.03196755514354132,0.003941232770552745,-0.01091604356935961,0.014296478922752423,0.004032061647756579,0.0071770640821717776,0.009724232660073148,0.001232444856458681
2017-04-30,0.020781532239959582,-0.017338583061342755,-0.02144489256671734,0.0019710173898281336,0.014468121016516233,-0.023469751413546902,-0.003303849542131483,0.0012184677600404203
2017-05-31,0.05729057738737908,-0.04891945869947364,0.011411131383447695,0.003978612348180824,0.01051801934677321,-0.0008322987887265758,0.00040350162006122514,0.001209422612620914
2017-06-30,0.02318975506410561,0.0028386037460422443,-0.006610633816399263,0.0011975607868723107,-0.0015341439871013772,0.01265069144910343,0.007716051707872512,0.001210244935894389
2017-07-31,0.0008955114830435742,-0.02710048298406542,0.014087658645824272,0.020943221857694278,0.0069747936699985705,0.02230910877364293,0.012889536892594068,0.0012044885169564257
2017-08-31,-0.015317645511053744,0.016213353117632126,-0.02092292873442543,-0.007509428809878607,-0.004620434883786716,0.006506617470394596,0.013561387887387946,0.0012176455110537443
2017-09-30,0.014868377266272544,-0.0625800115711726,-0.00731860755594526,-0.00038377429007671604,0.0003509863899676252,0.010663892793425434,0.0038233491823694565,0.0012316227337274555
2017-10-31,0.0525361110516726,-0.047677474488796195,-0.020988543368568535,-0.0031236172777193323,0.009138276009373517,-0.034616213917936706,-0.013230731422271314,0.0013638889483273964
2017-11-30,0.004124532606591687,0.039617190422259876,-0.04910256374187914,-0.014284201157163265,0.004891508825128385,0.008283406815186113,0.010889764046699023,0.001475467393408314
2017-12-31,-0.013214815394461964,0.0002519999890207847,-0.03141893142735275,-0.014459908936664007,0.007273737800586698,0.005470599167007621,0.0016132236795935264,0.0015148153944619658
2018-01-31,0.04988108683321368,0.06815662049688127,-0.035189049609019696,-0.028842657775670924,0.0024334314449232786,0.004812772556245959,0.018748360959516763,0.0015189131667863176
2018-02-28,-0.06183366362027496,0.04003520031664064,-0.0021324708814275672,-0.004128968190481995,0.005245239037673592,-0.017628856620891642,-0.006704723803779691,0.001533663620274961
2018-03-31,0.008335204378772977,0.027291494690004813,-0.021937409918059023,-0.035639114184260995,-0.002319719794082041,0.03217099548195937,0.009200999245345091,0.001564795621227022
2018-04-30,0.026354046160331733,0.05464072897442337,0.012881432728618442,-0.010238834579212208,-0.02679115985925702,-0.044104272213931886,-0.009113735895358827,0.0015459538396682682
2018-05-31,-0.03235906157871488,0.05031759164077098,0.030101538840053076,0.012791685818086861,-0.02310474238985941,-0.01983338493990865,0.0024736460120704158,0.001559061578714882
2018-06-30,-0.05723530241205013,-0.031120271018423587,-0.008309607327900759,0.013922248592933867,0.0064597735549006274,-0.020053740717815877,-0.024956391565749372,0.0015353024120501324
2018-07-31,-0.018827108158190237,-0.006750062061128682,-0.007699582255767393,0.015088123192230508,0.010610437937460228,-0.01483130320949072,-0.011907987720727709,0.001527108158190238
2018-08-31,0.016482725920011973,0.008888509299513394,-0.019345650442882847,-0.026020203116941868,-0.002595103725939407,0.019830878794034203,-0.011326030339982791,0.001517274079988029
2018-09-30,0.014995839676794673,0.005657523981747983,0.0023378999048558266,-0.011611520755873527,-0.00667647845715344,0.008489170391688812,-0.0115389307200611,0.001504160323205328
2018-10-31,-0.14367052930265511,-0.0714940563440573,0.023413658864256975,0.023421392320867346,0.006866150992559911,-0.02303578259915684,-0.015357123758543173,0.0015705293026551104
2018-11-30,0.04213356614723589,0.05862829559454008,-0.0032563932055743733,-0.0074482108744748365,-0.015668469713054314,-0.008460021795365355,-0.013045113525231744,0.0015664338527641153
2018-12-31,-0.040532024799002496,-0.006752695700535181,0.05364235301087202,0.009614723362111634,-0.0026025947781376374,0.00027384223628552397,0.006899656755896513,0.001532024799002496
2019-01-31,0.08200567623407759,0.030051379139144935,0.003580897787916676,-0.0040943018423104105,-0.001810349414797227,-0.014775897354942558,0.0031007254249885013,0.0014943237659224007
2019-02-28,0.008686823766109533,-0.04569734282770638,-0.017721863377444053,0.015284500283835104,0.006486648124125893,-0.03141226761676396,-0.022444435888693,0.0015131762338904675
2019-03-31,-0.022213176233890467,0.035597252305647066,-0.013647853807387422,0.03186195662281887,0.010819240382847529,0.010609591608848744,-0.003019238828797023,0.0015131762338904675
2019-04-30,0.03163683234522905,0.02550483614032691,-0.010707334381932332,-0.007905499181609682,-0.007164686542559973,-0.015490470864288154,0.001912306360206166,0.0014631676547709471
2019-05-31,-0.07601805439094478,0.03499149924739748,0.013412305723807201,-0.00011973103972275079,-0.01013743556350645,0.02842651515138373,0.015607435794717253,0.0014180543909447785
2019-06-30,0.03250427398141892,0.0073351522771985915,0.026425862219344072,0.019027484018189645,-0.011906427732760076,-0.0003823199722795788,0.010149954317385305,0.0012957260185810782
2019-07-31,-0.05141435644082512,-0.03502327442904236,0.00890510178468601,0.015995901608503685,-0.01173842686840311,0.001979003877546029,0.01413783234001107,0.0012143564408251262
2019-08-31,-0.03530855332714134,0.02907810279035017,0.009454877356296807,0.006974279853773031,0.0015916453418515272,0.012168247631756645,0.015249161888191611,0.0010085533271413372
2019-09-30,0.04643377487376878,-0.014169717989418731,0.012652734714790656,0.0002985584389367871,-0.012454056247591348,-0.002715137273549023,-0.023943275361210586,0.001066225126231224
2019-10-31,0.016095072877664436,-0.006158271978034004,-0.05278939823338595,-0.01679177143430595,0.014667879360712061,-0.019301461627240814,-0.007327830096703557,0.001104927122335564
2019-11-30,-0.008476523588032553,0.004170642508828418,0.00481295548628548,-0.009242117146416302,-0.01788008703484476,-0.025744547924542657,-0.011372395011392818,0.001176523588032552
2019-12-31,0.05805803319113853,-0.026203174794506928,-0.0030703393969643833,0.021202229329734524,0.010280322963045305,0.012148143400199218,0.00987808890701138,0.001141966808861472
2020-01-31,-0.03560822014940637,0.022522139892771798,-0.020913210634810785,0.01877944928127337,0.01634142474113134,0.013905220370827493,-0.01121198917478553,0.0011082201494063693
2020-02-29,-0.08621761845919834,-0.015185047851487166,0.010105738891222599,0.009371485452634082,0.004489791818014219,0.012384229000746413,0.0021289116995636542,0.001017618459198344
2020-03-31,-0.10946834088548281,-0.022457494403798222,-0.08258744009852859,-0.02052669750435715,0.01938167512515261,-0.006186900395548936,0.022577265090475487,0.0008683408854828212
2020-04-30,0.1334753947764259,0.15522023703157617,0.002606133918732212,-0.012429210946441283,-0.010695871512989619,-0.03385870999157037,-0.05877345423539354,0.000724605223574093
2020-05-31,0.05118955372181404,0.03694203118802189,-0.008707134922030166,0.012275481961066925,0.0044856175546031385,-0.001361684297061766,-0.019870066965540202,0.000610446278185961
2020-06-30,0.039541717430954,-0.04003237883264097,-0.019545384188039912,0.006564297276402949,0.01609308147124847,0.02723243963134076,-0.01852826918330714,0.000558282569045998
2020-07-31,0.07607650986374348,0.05953005886938165,-0.011144997985224031,0.003071487846051893,0.011427744364139306,0.03157601469548195,0.019756119665078183,0.0005234901362565214
2020-08-31,0.0290847957382611,0.013445666713756993,-0.022275363935370683,-0.011269052398543387,0.011008104275641431,0.019802919798822757,-0.00033675404678951484,0.0005152042617388997
2020-09-30,-0.00567236143777284,0.06983270305828777,0.004434465353703322,-0.01640738507548429,-0.002601453346565981,-0.02615897073878985,-0.00044320531748550523,0.0005723614377728392
2020-10-31,-0.03257981407440111,0.005801473874844104,0.04098408524980174,-0.0008753246385696141,-0.022145487855545418,-0.02810894392290558,-0.005726464677375885,0.0005798140744011082
2020-11-30,0.14050611038883165,-0.02136073075232989,0.002290751590788731,-0.00012696076478492524,-0.010878067245074383,-0.010372664695160072,0.00419700549144196,0.0005938896111683523
2020-12-31,0.11499617602700093,-0.06598487080398209,0.009373098006618286,0.015662680616467563,-0.0045437155628227505,0.005772334820533208,-0.01784942613290692,0.0006038239729990735
2021-01-31,0.043126810461336415,-0.03896153468807634,0.03608810912711749,0.017300920944184138,-0.016960894465369608,-0.01764277284622067,-0.006699294899454198,0.0005731895386635877
2021-02-28,-0.04636822082023178,-0.011078927395367142,0.027187929181681978,0.007089801733300045,-0.013106757584390831,-0.03218203478975594,-0.015196399675477985,0.0005682208202317796
2021-03-31,0.01863426364076848,0.048285998128555996,0.034851966466456274,-0.003514267163686538,-0.026238259191735835,-0.025017547871301518,-0.020447474729123435,0.0005657363592315168
2021-04-30,0.01905165676810932,0.08254985439248651,0.04107848485869349,-0.014377706472014987,-0.021850050800095028,-0.0007473687499743309,0.011762349160293444,0.00054834323189068
2021-05-31,0.009769053221991866,-0.0047986042110937845,0.026961355480718395,0.012869321126138505,-0.002511702840908521,-0.030538481665229114,0.01649929635227989,0.0005309467780081345
2021-06-30,0.03618531595625492,0.025050755831969435,0.00617840341308383,-0.013732507963785875,-0.016019262027653837,-0.0212624653981417,0.0004560419115908279,0.0007146840437450841
2021-07-31,-0.02787667367469969,0.016420756346363183,-0.019915241791869157,0.010356550340384529,0.008180293686940022,-0.008652474133992187,-0.013653080646121392,0.0007766736746996905
2021-08-31,-0.004433666855394988,-0.028445141699102932,-0.017742284189420796,-0.0028145546333605068,0.004575172766166896,0.0005285092658658501,0.006224633954364744,0.0008336668553949877
2021-09-30,-0.026086498200520114,0.013303263832490966,0.029707990733806543,-0.002418872766694089,-0.006753315895123426,0.01635055651273236,0.006322039280426125,0.0008864982005201139
2021-10-31,-0.028497838824885467,0.012915767587724877,0.011869329051494092,0.0009688801178986753,-0.002833949276156887,0.004228285123370498,-0.019767064867071367,0.0009978388248854664
2021-11-30,-0.0421090433875569,-0.05786542592307622,-0.03504715652279326,0.018182147203850307,0.03749874760091354,-0.02144095447190384,-0.01856561458930995,0.0011090433875569072
2021-12-31,0.057009069572169405,0.0561159880125023,-0.0028032005939919724,-0.003499006786412698,-0.007321757273706889,0.0038207937736498138,0.00129067020107837,0.0010909304278305942
2022-01-31,-0.11597899142741118,0.03029121433284783,0.021707403854605414,0.0068959851118238075,-0.012778862257912138,0.009708510126365776,-0.008547237126346995,0.0011789914274111801
2022-02-28,0.009119884725641327,-0.006846560349782385,0.029338359790311824,0.0005013550259951594,-0.024718607797772955,0.0025010177105041637,-0.009781186059030552,0.001280115274358673
2022-03-31,0.022290308742369303,0.06279721695631764,-0.0016650440684882473,-0.007543396002000338,-0.006736445084086107,-0.0025103309622470926,-0.023947927227325506,0.0013096912576306963
2022-04-30,-0.025295098134362207,0.0066976133252675705,0.042873518488265934,0.01028515998079734,-0.023974043951970846,-0.005995248230209549,0.03917170160512135,0.001595098134362205
2022-05-31,-0.005815567097922099,-0.02740312309302796,-0.015399075704693477,-0.0018383610591836338,-5.823078487060887e-05,-0.007329448035243425,-0.004190015613517844,0.0016155670979220993
2022-06-30,-0.13606635349905927,-0.049201239828872985,0.0178451897514256,-0.005807392595192612,-0.014933252714958906,-0.00422485589155025,0.022504954080472844,0.002066353499059259
2022-07-31,0.03376942371827973,0.008824497117742363,-0.02161855695132909,-0.008084961128873379,0.006394912524148241,-0.020055974018264183,-0.010062077017714995,0.002430576281720276
2022-08-31,-0.0006719469934346706,-0.00270253822189805,0.01366770670031477,-0.005833466983967271,-0.021237516120996572,0.02606999531652007,0.009758349039795,0.0024719469934346705
2022-09-30,-0.13018769191738971,-0.02337195736916518,0.0250980234048348,0.0013323952125047778,-0.013253818855528704,0.029344616342194943,0.003593208294545791,0.002787691917389701
2022-10-31,0.05505403799192593,-0.01863348086028349,0.009552447435390944,0.02090690359381068,0.010107619032233627,0.00998111810886439,0.00648169212292442,0.0029459620080740656
2022-11-30,0.07997751976631601,0.017214000318271815,0.022770492985183563,0.011719361802618733,-0.00873045458597109,-0.026223244340162565,-0.031172801067061426,0.0031224802336839996
2022-12-31,-0.07905481500371307,-0.012272973825594594,-0.00041304315768191796,-0.0007710095455362928,-0.01395925185262796,-0.011099012309227205,-0.018137409117222433,0.003054815003713074
2023-01-31,0.08578389447899658,0.032893265247219736,-0.033166306475207324,0.0020656339503326154,0.02480309187756219,-0.04227093173042681,0.009711156160672696,0.0029161055210034093
2023-02-28,-0.02200238439687984,0.042651292080800596,-0.021437976966259632,0.012048239685965063,0.02143768433720667,0.0007436815517327198,-0.01419431317103002,0.0029023843968798424
2023-03-31,0.02934363680043916,0.012777548336568745,-0.034149484666123,0.004377074842887215,0.011021747670847544,0.020943234539753008,0.01005843856812166,0.0028563631995608407
2023-04-30,0.025823908214795552,-0.010812518645920638,0.012496277180549072,-0.014522218087063814,0.0037150479362743783,-0.017648758955070155,-0.02272826958526434,0.0026760917852044486
2023-05-31,0.029706650845583243,0.019440089692458737,-0.007459539600457959,0.0029494114888618667,-0.005727450220788556,-0.011295493056658086,-0.0012864972343808768,0.0027933491544167577
2023-06-30,-0.005203998753958525,0.025841865025548045,-0.004985575032455315,0.036882283864259235,0.028249140368372533,0.016993727484063553,-0.004588878725904768,0.0029039987539585255
2023-07-31,0.02824677708123968,-0.07763474471357923,-0.01374943392306541,0.022962034383950055,0.019962299664085217,0.044474262481942944,0.016673069722649446,0.002953222918760323
2023-08-31,-0.02824676880448308,0.05103367287721953,-0.014323380919405795,-0.012180964870011605,-0.006725588214936712,-0.011175860033969965,-0.02354877084135632,0.0029467688044830798
2023-09-30,-0.02619274440305619,-0.012177238965161027,0.003155556554972516,0.01943591113844313,0.006018552162398303,-0.008106500028124908,-0.007586209761206532,0.002992744403056191
2023-10-31,-0.08056851321048995,-0.0033006294621298754,0.04794030526926239,0.016889476888274857,-0.007465811890262186,-0.019045522701563136,0.007961674270757522,0.0030685132104899537
2023-11-30,0.09177823031647271,-0.04053977402680826,0.001983664460295395,0.00249925090213092,0.006111362022450731,-0.0008634063593464386,-0.014928567071850099,0.003021769683527298
2023-12-31,0.05492990874899088,-0.04295269802338215,-0.03287396431942731,-0.009056862125486106,-0.010654670473847112,-0.014976866425946962,-0.022967332723999354,0.0028700912510091214
